사업장명,Keyword_Review_Summary,Facility_Available,Parking_Available
큐브,"{'""음식이 맛있어요""': 37, '""친절해요""': 22, '""기본 안주가 좋아요""': 14, '""가성비가 좋아요""': 12}","['단체 이용 가능', '포장', '예약', '무선 인터넷', '남/녀 화장실 구분']",False
진짜루,"{'""음식이 맛있어요""': 371, '""친절해요""': 145, '""양이 많아요""': 112, '""가성비가 좋아요""': 111}","['예약', '포장', '배달']",False
작가,"{'""음식이 맛있어요""': 209, '""대화하기 좋아요""': 94, '""친절해요""': 63, '""인테리어가 멋져요""': 61}","['단체 이용 가능', '남/녀 화장실 구분']",False
코코버블티 홍대메인거리점,"{'""음료가 맛있어요""': 51, '""특별한 메뉴가 있어요""': 18, '""커피가 맛있어요""': 11, '""친절해요""': 11}",[],False
또바기명태조림,"{'""음식이 맛있어요""': 86, '""친절해요""': 38, '""가성비가 좋아요""': 31, '""양이 많아요""': 29}","['단체 이용 가능', '포장', '예약']",True
에이스보드카페,"{'""시설이 깔끔해요""': 101, '""게임 종류가 다양해요""': 92, '""단체모임 하기 좋아요""': 88, '""친절해요""': 75}","['예약', '남/녀 화장실 구분', '단체 이용 가능', '배달', '무선 인터넷', '대기공간']",False
작심가,"{'""음식이 맛있어요""': 444, '""기본 안주가 좋아요""': 289, '""가성비가 좋아요""': 223, '""술이 다양해요""': 167}","['생일 혜택', '남/녀 화장실 구분', '무선 인터넷', '예약', '단체 이용 가능']",False
콰이찬 홍대점,"{'""음식이 맛있어요""': 166, '""혼밥하기 좋아요""': 65, '""양이 많아요""': 47, '""친절해요""': 42}","['배달', '포장', '단체 이용 가능', '남/녀 화장실 구분']",False
파파초밥,"{'""음식이 맛있어요""': 154, '""친절해요""': 82, '""가성비가 좋아요""': 81, '""재료가 신선해요""': 56}","['포장', '단체 이용 가능']",False
언제라도 여행,"{'""커피가 맛있어요""': 27, '""친절해요""': 21, '""인테리어가 멋져요""': 18, '""매장이 청결해요""': 13}",[],False
헬로헬로,"{'""술이 다양해요""': 45, '""음식이 맛있어요""': 32, '""특별한 메뉴가 있어요""': 22, '""인테리어가 멋져요""': 20}","['무선 인터넷', '반려동물 동반', '예약']",False
난봉꾼,"{'""음식이 맛있어요""': 70, '""재료가 신선해요""': 45, '""친절해요""': 39, '""양이 많아요""': 27}","['예약', '단체 이용 가능', '무선 인터넷', '포장', '반려동물 동반']",False
삼거리포차,"{'""음식이 맛있어요""': 111, '""음악이 좋아요""': 64, '""기본 안주가 좋아요""': 40, '""단체모임 하기 좋아요""': 29}",[],False
도마,"{'""음식이 맛있어요""': 159, '""친절해요""': 55, '""재료가 신선해요""': 44, '""특별한 메뉴가 있어요""': 43}","['콜키지 가능', '예약', '무선 인터넷', '남/녀 화장실 구분', '단체 이용 가능', '포장']",False
산띠,"{'""음식이 맛있어요""': 178, '""친절해요""': 79, '""인테리어가 멋져요""': 45, '""양이 많아요""': 45}","['예약', '단체 이용 가능', '포장', '무선 인터넷', '배달']",False
꼼보포차,"{'""음식이 맛있어요""': 208, '""가성비가 좋아요""': 108, '""기본 안주가 좋아요""': 76, '""친절해요""': 72}",[],False
홍어한마리,"{'""음식이 맛있어요""': 41, '""재료가 신선해요""': 31, '""양이 많아요""': 27, '""특별한 메뉴가 있어요""': 21}",[],False
신선마라탕,"{'""음식이 맛있어요""': 184, '""재료가 신선해요""': 83, '""친절해요""': 79, '""혼밥하기 좋아요""': 60}","['단체 이용 가능', '무선 인터넷', '포장']",False
아틀란티스,"{'""혼술하기 좋아요""': 21, '""술이 다양해요""': 19, '""음식이 맛있어요""': 14, '""친절해요""': 14}","['예약', '무선 인터넷', '반려동물 동반']",False
향원정,"{'""음식이 맛있어요""': 171, '""재료가 신선해요""': 48, '""친절해요""': 40, '""양이 많아요""': 35}","['단체 이용 가능', '포장']",False
토모토카레,"{'""음식이 맛있어요""': 494, '""혼밥하기 좋아요""': 172, '""친절해요""': 168, '""재료가 신선해요""': 124}","['포장', '배달', '무선 인터넷']",False
그녀의밥상,"{'""음식이 맛있어요""': 135, '""가성비가 좋아요""': 85, '""반찬이 잘 나와요""': 72, '""양이 많아요""': 63}","['예약', '단체 이용 가능', '포장', '무선 인터넷']",False
이쪽,"{'""음식이 맛있어요""': 186, '""친절해요""': 99, '""가성비가 좋아요""': 60, '""매장이 청결해요""': 52}","['예약', '무선 인터넷', '단체 이용 가능']",False
강화통통생고기,"{'""음식이 맛있어요""': 506, '""고기 질이 좋아요""': 157, '""친절해요""': 140, '""재료가 신선해요""': 73}","['단체 이용 가능', '예약', '유아의자', '무선 인터넷', '남/녀 화장실 구분', '대기공간']",False
진진,"{'""음식이 맛있어요""': 626, '""특별한 메뉴가 있어요""': 297, '""재료가 신선해요""': 232, '""친절해요""': 169}","['콜키지 가능', '예약', '포장', '무선 인터넷', '남/녀 화장실 구분']",False
산오징어양푼무침,"{'""음식이 맛있어요""': 83, '""재료가 신선해요""': 42, '""양이 많아요""': 23, '""특별한 메뉴가 있어요""': 22}","['예약', '단체 이용 가능', '포장', '무선 인터넷', '남/녀 화장실 구분']",False
통통돼지뽈살,"{'""음식이 맛있어요""': 196, '""친절해요""': 64, '""고기 질이 좋아요""': 56, '""가성비가 좋아요""': 50}","['콜키지 가능', '단체 이용 가능', '예약', '남/녀 화장실 구분', '무선 인터넷', '포장', '유아의자', '대기공간', '출입구 휠체어 이용가능', '좌석 휠체어 이용가능']",False
홍익닭한마리,"{'""음식이 맛있어요""': 326, '""친절해요""': 222, '""양이 많아요""': 126, '""매장이 넓어요""': 123}","['콜키지 가능', '무선 인터넷', '노키즈존', '남/녀 화장실 구분']",False
육쌈냉면,"{'""음식이 맛있어요""': 168, '""가성비가 좋아요""': 80, '""혼밥하기 좋아요""': 60, '""친절해요""': 40}","['포장', '배달', '무선 인터넷', '반려동물 동반', '단체 이용 가능', '대기공간', '예약']",False
닭선생,"{'""음식이 맛있어요""': 48, '""가성비가 좋아요""': 45, '""혼밥하기 좋아요""': 35, '""친절해요""': 33}",[],False
빠넬로,"{'""음식이 맛있어요""': 216, '""특별한 메뉴가 있어요""': 139, '""재료가 신선해요""': 107, '""친절해요""': 88}","['예약', '무선 인터넷', '포장']",False
한스시,"{'""음식이 맛있어요""': 70, '""재료가 신선해요""': 31, '""친절해요""': 31, '""가성비가 좋아요""': 21}","['예약', '포장', '무선 인터넷', '단체 이용 가능']",False
화규,"{'""음식이 맛있어요""': 217, '""친절해요""': 140, '""고기 질이 좋아요""': 121, '""인테리어가 멋져요""': 88}","['콜키지 가능', '예약', '무선 인터넷', '단체 이용 가능', '유아의자']",False
수잔네,"{'""음식이 맛있어요""': 101, '""재료가 신선해요""': 73, '""친절해요""': 64, '""혼밥하기 좋아요""': 44}",['무선 인터넷'],False
세상끝의라멘,"{'""음식이 맛있어요""': 842, '""혼밥하기 좋아요""': 365, '""친절해요""': 343, '""특별한 메뉴가 있어요""': 315}","['단체 이용 가능', '무선 인터넷', '남/녀 화장실 구분']",False
보보호텔,"{'""침구가 좋아요""': 13, '""조용히 쉬기 좋아요""': 11, '""친절해요""': 11, '""깨끗해요""': 7}",['예약'],False
홍대 율촌,"{'""음식이 맛있어요""': 174, '""혼밥하기 좋아요""': 76, '""친절해요""': 65, '""가성비가 좋아요""': 62}","['포장', '남/녀 화장실 구분']",False
오비야,"{'""음식이 맛있어요""': 193, '""특별한 메뉴가 있어요""': 99, '""재료가 신선해요""': 69, '""양이 많아요""': 46}","['비건 메뉴', '콜키지 가능', '배달', '포장', '무선 인터넷', '예약', '단체 이용 가능', '유아의자']",False
낭만포차,"{'""음식이 맛있어요""': 326, '""가성비가 좋아요""': 225, '""특별한 메뉴가 있어요""': 202, '""대화하기 좋아요""': 192}","['무선 인터넷', '남/녀 화장실 구분', '반려동물 동반', '단체 이용 가능', '예약', '배달', '포장']",False
부엉이산장 홍대점2,"{'""음식이 맛있어요""': 870, '""술이 다양해요""': 460, '""인테리어가 멋져요""': 460, '""기본 안주가 좋아요""': 452}","['콜키지 가능', '단체 이용 가능', '예약', '대기공간']",False
향원정,"{'""음식이 맛있어요""': 171, '""재료가 신선해요""': 48, '""친절해요""': 40, '""양이 많아요""': 35}","['단체 이용 가능', '포장']",False
시장을여는사람들 홍대점,"{'""음식이 맛있어요""': 711, '""기본 안주가 좋아요""': 522, '""술이 다양해요""': 415, '""음악이 좋아요""': 338}","['무선 인터넷', '단체 이용 가능']",False
어머님밥상,"{'""음식이 맛있어요""': 51, '""가성비가 좋아요""': 51, '""혼밥하기 좋아요""': 42, '""메뉴 구성이 알차요""': 38}","['예약', '단체 이용 가능', '남/녀 화장실 구분', '무선 인터넷', '배달', '포장']",True
비스트로주라,"{'""음식이 맛있어요""': 452, '""친절해요""': 239, '""가성비가 좋아요""': 165, '""재료가 신선해요""': 125}","['무선 인터넷', '포장', '배달']",False
더 키친 아시아,"{'""음식이 맛있어요""': 532, '""친절해요""': 305, '""양이 많아요""': 279, '""가성비가 좋아요""': 195}","['예약', '무선 인터넷', '단체 이용 가능', '포장']",False
낙원,"{'""음식이 맛있어요""': 49, '""음악이 좋아요""': 32, '""인테리어가 멋져요""': 20, '""대화하기 좋아요""': 15}","['콜키지 가능', '단체 이용 가능', '예약', '남/녀 화장실 구분']",True
제주삼다돈,"{'""음식이 맛있어요""': 208, '""친절해요""': 76, '""매장이 넓어요""': 44, '""재료가 신선해요""': 41}","['콜키지 가능', '단체 이용 가능', '포장', '배달', '예약', '무선 인터넷', '유아의자', '남/녀 화장실 구분']",True
신마포갈매기,"{'""음식이 맛있어요""': 129, '""친절해요""': 61, '""가성비가 좋아요""': 58, '""고기 질이 좋아요""': 35}","['무선 인터넷', '단체 이용 가능', '예약', '유아의자']",False
서교손칼국수,"{'""음식이 맛있어요""': 158, '""친절해요""': 48, '""재료가 신선해요""': 41, '""양이 많아요""': 32}",[],False
제주정원,"{'""음식이 맛있어요""': 279, '""고기 질이 좋아요""': 153, '""매장이 넓어요""': 129, '""친절해요""': 114}","['예약', '단체 이용 가능', '남/녀 화장실 구분', '무선 인터넷']",False
타마시이,"{'""음식이 맛있어요""': 99, '""친절해요""': 42, '""대화하기 좋아요""': 29, '""기본 안주가 좋아요""': 22}",['예약'],False
서교김치찌개,"{'""음식이 맛있어요""': 164, '""친절해요""': 90, '""양이 많아요""': 73, '""가성비가 좋아요""': 61}",[],False
부엉이산장 홍대점1,"{'""음식이 맛있어요""': 870, '""술이 다양해요""': 460, '""인테리어가 멋져요""': 460, '""기본 안주가 좋아요""': 452}","['콜키지 가능', '단체 이용 가능', '예약', '대기공간']",False
신주양꼬치,"{'""음식이 맛있어요""': 181, '""친절해요""': 58, '""고기 질이 좋아요""': 35, '""가성비가 좋아요""': 34}","['예약', '단체 이용 가능', '무선 인터넷', '남/녀 화장실 구분', '포장', '배달']",False
봉주르,"{'""음식이 맛있어요""': 52, '""가성비가 좋아요""': 50, '""혼밥하기 좋아요""': 37, '""반찬이 잘 나와요""': 25}",[],False
퍼스트펭귄카페,"{'""친절해요""': 57, '""커피가 맛있어요""': 47, '""음료가 맛있어요""': 31, '""대화하기 좋아요""': 27}","['예약', '단체 이용 가능', '무선 인터넷']",False
비트윈,"{'""친절해요""': 26, '""술이 다양해요""': 23, '""대화하기 좋아요""': 15, '""혼술하기 좋아요""': 13}","['예약', '단체 이용 가능', '무선 인터넷']",False
아지트,"{'""커피가 맛있어요""': 180, '""친절해요""': 54, '""음료가 맛있어요""': 39, '""대화하기 좋아요""': 27}","['단체 이용 가능', '무선 인터넷']",False
침사추이누들,"{'""음식이 맛있어요""': 373, '""친절해요""': 138, '""양이 많아요""': 119, '""특별한 메뉴가 있어요""': 105}","['포장', '배달', '무선 인터넷']",False
칼국수수제비가,"{'""음식이 맛있어요""': 197, '""친절해요""': 69, '""가성비가 좋아요""': 58, '""재료가 신선해요""': 53}",[],False
디저트39,"{'""커피가 맛있어요""': 70, '""디저트가 맛있어요""': 67, '""음료가 맛있어요""': 66, '""가성비가 좋아요""': 48}","['단체 이용 가능', '포장', '무선 인터넷', '예약', '반려동물 동반', '남/녀 화장실 구분']",False
베리굿 노래타운 홍대점,"{'""음식이 맛있어요""': 125, '""기본 안주가 좋아요""': 81, '""단체모임 하기 좋아요""': 56, '""술이 다양해요""': 50}","['생일 혜택', '포장', '예약', '반려동물 동반', '남/녀 화장실 구분', '단체 이용 가능']",False
포보,"{'""음식이 맛있어요""': 189, '""가성비가 좋아요""': 104, '""혼밥하기 좋아요""': 93, '""양이 많아요""': 85}","['포장', '무선 인터넷']",False
백년육일집,"{'""음식이 맛있어요""': 315, '""친절해요""': 81, '""혼밥하기 좋아요""': 70, '""재료가 신선해요""': 65}","['무선 인터넷', '포장', '배달', '단체 이용 가능']",False
광동포차,"{'""음식이 맛있어요""': 99, '""친절해요""': 46, '""기본 안주가 좋아요""': 30, '""대화하기 좋아요""': 18}","['예약', '단체 이용 가능', '무선 인터넷', '남/녀 화장실 구분']",False
문짱김밥,"{'""음식이 맛있어요""': 109, '""친절해요""': 43, '""재료가 신선해요""': 41, '""혼밥하기 좋아요""': 22}",[],False
고집,"{'""음식이 맛있어요""': 109, '""가성비가 좋아요""': 59, '""반찬이 잘 나와요""': 55, '""혼밥하기 좋아요""': 45}",[],False
플라워,"{'""술이 다양해요""': 90, '""친절해요""': 58, '""대화하기 좋아요""': 58, '""음식이 맛있어요""': 56}","['예약', '남/녀 화장실 구분', '무선 인터넷']",False
스푼,"{'""음식이 맛있어요""': 184, '""특별한 메뉴가 있어요""': 108, '""친절해요""': 82, '""재료가 신선해요""': 78}",[],False
쎄리네찜닭,"{'""음식이 맛있어요""': 190, '""친절해요""': 74, '""양이 많아요""': 74, '""특별한 메뉴가 있어요""': 61}","['단체 이용 가능', '배달', '포장', '예약', '남/녀 화장실 구분']",False
공차 홍대점,"{'""음료가 맛있어요""': 626, '""차가 맛있어요""': 376, '""친절해요""': 213, '""디저트가 맛있어요""': 105}","['포장', '무선 인터넷']",False
리춘시장 합정역점,"{'""음식이 맛있어요""': 174, '""가성비가 좋아요""': 100, '""특별한 메뉴가 있어요""': 51, '""친절해요""': 46}","['단체 이용 가능', '포장', '배달', '예약']",False
국일순대국,"{'""음식이 맛있어요""': 87, '""양이 많아요""': 45, '""친절해요""': 31, '""혼밥하기 좋아요""': 23}",['포장'],False
연가정,"{'""음식이 맛있어요""': 235, '""혼밥하기 좋아요""': 120, '""재료가 신선해요""': 114, '""친절해요""': 86}",['무선 인터넷'],False
포킹94,"{'""음식이 맛있어요""': 118, '""술이 다양해요""': 90, '""친절해요""': 74, '""특별한 메뉴가 있어요""': 62}","['무선 인터넷', '단체 이용 가능', '예약', '포장']",False
야키토리 엔,"{'""음식이 맛있어요""': 174, '""친절해요""': 92, '""특별한 메뉴가 있어요""': 71, '""재료가 신선해요""': 53}","['단체 이용 가능', '무선 인터넷', '예약']",False
별그리는바다,"{'""음식이 맛있어요""': 447, '""친절해요""': 318, '""인테리어가 멋져요""': 192, '""대화하기 좋아요""': 173}","['단체 이용 가능', '예약']",False
마실랭가이드,"{'""음식이 맛있어요""': 180, '""가성비가 좋아요""': 55, '""재료가 신선해요""': 52, '""양이 많아요""': 47}",['포장'],False
한소끔 가정식손만두,"{'""음식이 맛있어요""': 271, '""친절해요""': 88, '""재료가 신선해요""': 71, '""혼밥하기 좋아요""': 67}","['단체 이용 가능', '포장', '배달', '예약', '무선 인터넷']",False
뚜또 페르 뚜띠,"{'""음식이 맛있어요""': 288, '""특별한 메뉴가 있어요""': 194, '""인테리어가 멋져요""': 177, '""친절해요""': 165}","['포장', '예약', '무선 인터넷', '반려동물 동반', '배달']",False
핏제리아오 합정역점,"{'""음식이 맛있어요""': 503, '""재료가 신선해요""': 347, '""친절해요""': 332, '""매장이 청결해요""': 198}","['포장', '배달', '무선 인터넷', '예약', '단체 이용 가능', '유아의자']",False
다이닝 미야비,"{'""음식이 맛있어요""': 616, '""인테리어가 멋져요""': 319, '""친절해요""': 247, '""대화하기 좋아요""': 245}","['콜키지 가능', '무선 인터넷', '예약', '단체 이용 가능']",False
피그바,"{'""음식이 맛있어요""': 908, '""고기 질이 좋아요""': 720, '""친절해요""': 482, '""인테리어가 멋져요""': 359}","['콜키지 가능', '단체 이용 가능', '예약', '무선 인터넷', '대기공간']",True
정이,"{'""음식이 맛있어요""': 379, '""친절해요""': 215, '""가성비가 좋아요""': 215, '""대화하기 좋아요""': 176}",['포장'],False
커리지널,"{'""음식이 맛있어요""': 484, '""재료가 신선해요""': 224, '""혼밥하기 좋아요""': 213, '""특별한 메뉴가 있어요""': 201}",['무선 인터넷'],False
일일수작 홍대합정점,"{'""음식이 맛있어요""': 352, '""기본 안주가 좋아요""': 236, '""술이 다양해요""': 177, '""친절해요""': 155}","['생일 혜택', '단체 이용 가능', '예약', '무선 인터넷', '남/녀 화장실 구분']",False
럭키인디아,"{'""음식이 맛있어요""': 372, '""인테리어가 멋져요""': 194, '""친절해요""': 151, '""재료가 신선해요""': 123}","['콜키지 가능', '비건 메뉴', '예약', '단체 이용 가능', '무선 인터넷', '포장', '남/녀 화장실 구분', '배달', '반려동물 동반', '유아의자', '출입구 휠체어 이용가능', '좌석 휠체어 이용가능']",False
짬뽕지존 홍대점,"{'""음식이 맛있어요""': 341, '""양이 많아요""': 129, '""매장이 넓어요""': 116, '""친절해요""': 75}","['단체 이용 가능', '포장', '배달', '예약', '무선 인터넷', '남/녀 화장실 구분']",True
용용선생 홍대점 1호점,"{'""음식이 맛있어요""': 376, '""특별한 메뉴가 있어요""': 187, '""친절해요""': 152, '""가성비가 좋아요""': 114}",['단체 이용 가능'],False
온리원갈비 합정,"{'""음식이 맛있어요""': 520, '""친절해요""': 256, '""가성비가 좋아요""': 250, '""매장이 넓어요""': 178}","['와인 페어링', '콜키지 가능', '단체 이용 가능', '포장', '예약', '무선 인터넷', '남/녀 화장실 구분', '반려동물 동반', '유아의자', '출입구 휠체어 이용가능', '좌석 휠체어 이용가능']",True
남도뽀글이,"{'""음식이 맛있어요""': 204, '""친절해요""': 111, '""가성비가 좋아요""': 100, '""재료가 신선해요""': 70}","['남/녀 화장실 구분', '단체 이용 가능', '무선 인터넷', '예약']",False
라뎅,"{'""음식이 맛있어요""': 148, '""인테리어가 멋져요""': 88, '""재료가 신선해요""': 86, '""친절해요""': 72}","['단체 이용 가능', '예약', '무선 인터넷', '남/녀 화장실 구분']",False
도원,"{'""음식이 맛있어요""': 232, '""가성비가 좋아요""': 98, '""재료가 신선해요""': 91, '""양이 많아요""': 87}",[],False
부야스곱창,"{'""음식이 맛있어요""': 171, '""친절해요""': 51, '""가성비가 좋아요""': 41, '""양이 많아요""': 34}","['포장', '남/녀 화장실 구분', '배달']",False
토메루,"{'""음식이 맛있어요""': 602, '""친절해요""': 380, '""대화하기 좋아요""': 231, '""술이 다양해요""': 207}","['콜키지 가능', '무선 인터넷', '반려동물 동반', '예약', '단체 이용 가능', '포장', '배달']",False
홍대예티,"{'""음식이 맛있어요""': 586, '""인테리어가 멋져요""': 374, '""매장이 넓어요""': 268, '""친절해요""': 258}","['콜키지 가능', '비건 메뉴', '예약', '단체 이용 가능', '포장', '무선 인터넷', '남/녀 화장실 구분', '배달']",True
네비올로 합정,"{'""음식이 맛있어요""': 235, '""술이 다양해요""': 142, '""인테리어가 멋져요""': 134, '""대화하기 좋아요""': 102}","['콜키지 가능', '와인 페어링', '전문 소믈리에', '포장', '배달', '단체 이용 가능', '예약', '무선 인터넷', '남/녀 화장실 구분', '장애인 휠체어 이용가능', '출입구 휠체어 이용가능', '좌석 휠체어 이용가능', '장애인 주차구역']",False
홍마떡,"{'""음식이 맛있어요""': 565, '""특별한 메뉴가 있어요""': 197, '""친절해요""': 177, '""양이 많아요""': 177}","['포장', '배달', '단체 이용 가능']",False
먼데이즈,"{'""음식이 맛있어요""': 323, '""인테리어가 멋져요""': 206, '""술이 다양해요""': 200, '""친절해요""': 150}","['생일 혜택', '단체 이용 가능', '예약', '무선 인터넷', '남/녀 화장실 구분', '대기공간']",False
마트마타,"{'""음식이 맛있어요""': 70, '""친절해요""': 64, '""인테리어가 멋져요""': 62, '""가성비가 좋아요""': 50}",[],False
포옹남 홍대,"{'""음식이 맛있어요""': 987, '""재료가 신선해요""': 497, '""인테리어가 멋져요""': 443, '""친절해요""': 418}","['포장', '무선 인터넷', '배달']",False
어리라운지,"{'""술이 다양해요""': 188, '""음식이 맛있어요""': 131, '""인테리어가 멋져요""': 116, '""친절해요""': 91}","['무선 인터넷', '단체 이용 가능', '예약']",False
우마담,"{'""음식이 맛있어요""': 187, '""친절해요""': 114, '""특별한 날 가기 좋아요""': 114, '""특별한 메뉴가 있어요""': 81}","['콜키지 가능', '생일 혜택', '예약', '무선 인터넷', '단체 이용 가능']",False
서교포차,"{'""음식이 맛있어요""': 235, '""기본 안주가 좋아요""': 113, '""인테리어가 멋져요""': 99, '""음악이 좋아요""': 97}","['단체 이용 가능', '포장', '예약', '무선 인터넷', '남/녀 화장실 구분']",False
비스트로세노,"{'""음식이 맛있어요""': 137, '""친절해요""': 93, '""재료가 신선해요""': 70, '""특별한 메뉴가 있어요""': 66}","['예약', '무선 인터넷', '반려동물 동반']",False
샴페인 슈퍼노바,"{'""음식이 맛있어요""': 305, '""인테리어가 멋져요""': 297, '""술이 다양해요""': 228, '""음악이 좋아요""': 220}","['콜키지 가능', '생일 혜택', '와인 페어링', '비건 메뉴', '단체 이용 가능', '예약', '무선 인터넷']",False
상수동치맥,"{'""음식이 맛있어요""': 77, '""친절해요""': 36, '""대화하기 좋아요""': 28, '""가성비가 좋아요""': 25}","['예약', '단체 이용 가능', '포장', '남/녀 화장실 구분']",False
난장,"{'""음식이 맛있어요""': 91, '""친절해요""': 33, '""매장이 넓어요""': 28, '""단체모임 하기 좋아요""': 27}","['생일 혜택', '콜키지 가능', '남/녀 화장실 구분', '예약', '반려동물 동반', '무선 인터넷', '단체 이용 가능']",False
귀한족발 홍대서교점,"{'""음식이 맛있어요""': 119, '""재료가 신선해요""': 46, '""친절해요""': 41, '""양이 많아요""': 36}","['단체 이용 가능', '포장', '배달', '예약', '무선 인터넷']",False
카츠와,"{'""음식이 맛있어요""': 543, '""친절해요""': 344, '""재료가 신선해요""': 315, '""양이 많아요""': 256}","['포장', '무선 인터넷', '단체 이용 가능']",False
양화로 1984,"{'""음식이 맛있어요""': 971, '""재료가 신선해요""': 515, '""친절해요""': 453, '""양이 많아요""': 421}","['단체 이용 가능', '무선 인터넷', '예약', '포장']",False
델핀커피바,"{'""커피가 맛있어요""': 63, '""인테리어가 멋져요""': 57, '""친절해요""': 51, '""음료가 맛있어요""': 49}","['테이크아웃 할인', '단체 이용 가능', '예약', '포장', '반려동물 동반']",False
깃시리,"{'""음식이 맛있어요""': 280, '""재료가 신선해요""': 153, '""양이 많아요""': 127, '""인테리어가 멋져요""': 125}",[],False
라라본국,"{'""음식이 맛있어요""': 361, '""재료가 신선해요""': 249, '""매장이 넓어요""': 188, '""혼밥하기 좋아요""': 116}","['단체 이용 가능', '포장', '배달', '예약', '무선 인터넷']",False
분담,"{'""음식이 맛있어요""': 101, '""친절해요""': 79, '""혼밥하기 좋아요""': 52, '""재료가 신선해요""': 48}",['콜키지 가능'],False
미트스타킴,"{'""고기 질이 좋아요""': 94, '""음식이 맛있어요""': 93, '""친절해요""': 61, '""직접 잘 구워줘요""': 61}","['콜키지 가능', '단체 이용 가능', '예약', '무선 인터넷']",True
향남추어탕,"{'""음식이 맛있어요""': 163, '""친절해요""': 50, '""재료가 신선해요""': 49, '""가성비가 좋아요""': 45}","['예약', '포장']",False
옥소반 합정점,"{'""음식이 맛있어요""': 480, '""재료가 신선해요""': 371, '""친절해요""': 173, '""양이 많아요""': 147}","['콜키지 가능', '무한 리필', '예약', '유아의자']",False
타테이와,"{'""음식이 맛있어요""': 236, '""술이 다양해요""': 127, '""친절해요""': 116, '""인테리어가 멋져요""': 99}","['단체 이용 가능', '예약']",False
식선,"{'""음식이 맛있어요""': 169, '""재료가 신선해요""': 123, '""친절해요""': 96, '""가성비가 좋아요""': 68}","['단체 이용 가능', '예약']",False
낀낀,"{'""음식이 맛있어요""': 268, '""현지 맛에 가까워요""': 143, '""친절해요""': 120, '""재료가 신선해요""': 109}","['포장', '무선 인터넷', '단체 이용 가능', '예약']",False
화류,"{'""음식이 맛있어요""': 590, '""술이 다양해요""': 432, '""인테리어가 멋져요""': 306, '""특별한 메뉴가 있어요""': 245}","['콜키지 가능', '전문 소믈리에', '단체 이용 가능', '무선 인터넷']",False
따로집,"{'""음식이 맛있어요""': 263, '""인테리어가 멋져요""': 195, '""특별한 메뉴가 있어요""': 169, '""친절해요""': 157}","['단체 이용 가능', '무선 인터넷', '예약', '남/녀 화장실 구분']",False
명품수제숯불갈비,"{'""음식이 맛있어요""': 100, '""재료가 신선해요""': 46, '""친절해요""': 38, '""가성비가 좋아요""': 37}",[],False
두놈포차,"{'""음식이 맛있어요""': 478, '""인테리어가 멋져요""': 322, '""기본 안주가 좋아요""': 208, '""술이 다양해요""': 152}","['콜키지 가능', '단체 이용 가능', '무선 인터넷', '예약', '남/녀 화장실 구분', '반려동물 동반']",False
청도미나리식당 합정점,"{'""음식이 맛있어요""': 193, '""재료가 신선해요""': 155, '""매장이 넓어요""': 58, '""양이 많아요""': 56}","['콜키지 가능', '단체 이용 가능', '예약', '무선 인터넷', '포장', '대기공간', '유아의자', '좌석 휠체어 이용가능']",False
계림원 누릉지 통닭구이 합정역점,"{'""음식이 맛있어요""': 280, '""친절해요""': 69, '""특별한 메뉴가 있어요""': 66, '""가성비가 좋아요""': 40}","['예약', '단체 이용 가능', '포장', '무선 인터넷', '남/녀 화장실 구분']",False
까사벨라즈,"{'""디저트가 맛있어요""': 296, '""인테리어가 멋져요""': 198, '""커피가 맛있어요""': 193, '""특별한 메뉴가 있어요""': 134}",['테이크아웃 할인'],False
고쿠노야,"{'""음식이 맛있어요""': 589, '""혼밥하기 좋아요""': 276, '""재료가 신선해요""': 268, '""양이 많아요""': 215}","['콜키지 가능', '포장', '배달', '예약', '대기공간', '단체 이용 가능', '무선 인터넷']",False
치킨플러스 합정점,{},"['생일 혜택', '테이크아웃 할인']",False
합정술집 도란,"{'""음식이 맛있어요""': 113, '""특별한 메뉴가 있어요""': 100, '""친절해요""': 62, '""메뉴 구성이 알차요""': 61}","['콜키지 가능', '단체 이용 가능', '예약', '무선 인터넷', '반려동물 동반', '남/녀 화장실 구분', '출입구 휠체어 이용가능', '좌석 휠체어 이용가능']",False
정다운식당,"{'""음식이 맛있어요""': 184, '""재료가 신선해요""': 126, '""친절해요""': 77, '""가성비가 좋아요""': 65}",['단체 이용 가능'],True
록갈비 합정점,"{'""음식이 맛있어요""': 839, '""고기 질이 좋아요""': 636, '""친절해요""': 453, '""양이 많아요""': 354}","['포장', '남/녀 화장실 구분', '예약', '대기공간']",False
합정옥,"{'""음식이 맛있어요""': 524, '""재료가 신선해요""': 152, '""매장이 넓어요""': 140, '""친절해요""': 129}","['예약', '단체 이용 가능', '포장']",False
참바른김밥,"{'""음식이 맛있어요""': 462, '""친절해요""': 270, '""재료가 신선해요""': 268, '""양이 많아요""': 188}",['포장'],False
옆구르기,"{'""음식이 맛있어요""': 152, '""특별한 메뉴가 있어요""': 93, '""친절해요""': 88, '""재료가 신선해요""': 86}","['무선 인터넷', '반려동물 동반', '남/녀 화장실 구분', '포장']",False
로우샹로우,"{'""음식이 맛있어요""': 647, '""고기 질이 좋아요""': 381, '""인테리어가 멋져요""': 310, '""특별한 메뉴가 있어요""': 248}","['콜키지 가능', '단체 이용 가능', '예약', '무선 인터넷', '남/녀 화장실 구분', '포장', '배달', '출입구 휠체어 이용가능', '좌석 휠체어 이용가능']",False
