id,size,road_address,name,latitude,longitude,phone,business_hours,review_count,facilities,parking,very_good,seat_info,menu,category
451,66.1,"서울특별시 마포구 홍익로5안길 16, 1층 일부호 (서교동)",남도뽀글이,193013.7932,450184.2324,02-336-8971,수: 16:00 - 24:00; 목: 16:00 - 24:00; 금: 16:00 - 24:00; 토: 16:00 - 24:00; 일: 16:00 - 24:00; 월: 정기휴무 (매주 월요일); 화: 16:00 - 24:00,200,"['남/녀 화장실 구분', '단체 이용 가능', '무선 인터넷', '예약']",,"[['""음식이 맛있어요""', 204], ['""친절해요""', 111], ['""가성비가 좋아요""', 100], ['""재료가 신선해요""', 70]]",[],"[[""소곱창"", null], [""소막창구이"", null], [""소막창"", null], [""소염통"", null], [""볶음밥"", null]]",한식
452,78.8,"서울특별시 마포구 독막로5길 28, 1층 (서교동)",라뎅,192743.8387,449665.6881,0507-1404-7971,수: 11:00 - 24:00; 목: 11:00 - 24:00; 금: 11:00 - 02:00; 토: 11:00 - 02:00; 일: 11:00 - 24:00; 월: 정기휴무 (매주 월요일); 화: 11:00 - 24:00,148,"['단체 이용 가능', '예약', '무선 인터넷', '남/녀 화장실 구분']",주차 불가,"[['""음식이 맛있어요""', 148], ['""인테리어가 멋져요""', 88], ['""재료가 신선해요""', 86], ['""친절해요""', 72]]","['연인석', '입식', '1인석']","[[""규코츠라멘"", 10000], [""카라규코츠라멘"", 11000], [""기린(생)"", 6000], [""오리온(생)"", 8000], [""야끼만두"", 4000]]",일식
453,84.99,"서울특별시 마포구 월드컵북로5가길 34 (서교동, B1층)",도원,192800.4727,450431.5246,02-332-4462,,244,[],,"[['""음식이 맛있어요""', 232], ['""가성비가 좋아요""', 98], ['""재료가 신선해요""', 91], ['""양이 많아요""', 87]]",[],"[[""짜장면"", 6000], [""짬뽕"", 7000], [""우동"", 7000], [""간짜장면"", 7000], [""삼선간짜장"", 9000], [""쟁반짜장"", 8000], [""볶음짬뽕"", 10000], [""삼선짬뽕"", 10000], [""고추짬뽕"", 10000], [""사천탕면"", 10000], [""백짬뽕"", 10000], [""차돌짬뽕"", 10000], [""삼선우동"", 10000], [""볶음밥"", 8000], [""잡채밥"", 9000], [""마파두부밥"", 9000], [""특밥"", 9000], [""고추밥"", 9000], [""삼선볶음밥"", 10000], [""새우볶음밥"", 10000], [""게살볶음밥"", 11000], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null], ["""", null]]",한식
454,82.35,"서울특별시 마포구 어울마당로 136-13 (서교동, 2층)",부야스곱창,193365.88,450391.2187,02-3144-4967,수: 16:00 - 01:00; 목: 16:00 - 01:00; 금: 16:00 - 01:00; 토: 15:00 - 01:00; 일: 15:00 - 01:00; 월: 16:00 - 01:00; 화: 16:00 - 01:00,236,"['포장', '남/녀 화장실 구분', '배달']",주차 불가,"[['""음식이 맛있어요""', 171], ['""친절해요""', 51], ['""가성비가 좋아요""', 41], ['""양이 많아요""', 34]]",[],"[[""알곱창"", 13000], [""야채곱창"", 13000]]",한식
455,45,"서울특별시 마포구 와우산로29길 56-6, 지1층 (서교동)",토메루,193481.8979,450434.953,0507-1319-9206,,661,"['콜키지 가능', '무선 인터넷', '반려동물 동반', '예약', '단체 이용 가능', '포장', '배달']",주차 불가,"[['""음식이 맛있어요""', 602], ['""친절해요""', 380], ['""대화하기 좋아요""', 231], ['""술이 다양해요""', 207]]",[],"[[""사사미명란마요"", 3500], [""항정구이"", 4500], [""명란항정구이"", 4700], [""난코츠"", 3500], [""쯔꾸네"", 5000], [""떡베이컨"", 3600], [""사사미와사비마요"", 3500], [""세세리(닭목살)"", 3500], [""토리카와(닭껍질)"", 3000], [""하츠(염톰)"", 3000], [""테바사키(닭날개)"", 4000], [""방울토마토 베이컨"", 3600], [""애호박 베이컨"", 3600], [""메추리알 베이컨"", 3600], [""양솜이버섯구이"", 3200], [""새솜이버섯구이"", 3200], [""표고버섯구이"", 3200], [""방울토마토구이 (2pcs)"", 3000], [""애호박구이 (2pcs)"", 3000], [""꽈리고추구이 (2pcs)"", 3000], [""메추리알구이 (2pcs)"", 3000]]",일식
456,164,"서울특별시 마포구 와우산로18길 20, 1층,중1층 (서교동)",홍대예티,193216.9278,449861.6098,0507-1319-0745,수: 11:00 - 24:00; 목: 11:00 - 24:00; 금: 11:00 - 02:00; 토: 11:00 - 02:00; 일: 11:00 - 24:00; 월: 11:00 - 24:00; 화: 11:00 - 24:00,778,"['콜키지 가능', '비건 메뉴', '예약', '단체 이용 가능', '포장', '무선 인터넷', '남/녀 화장실 구분', '배달']",무료 주차 가능,"[['""음식이 맛있어요""', 586], ['""인테리어가 멋져요""', 374], ['""매장이 넓어요""', 268], ['""친절해요""', 258]]","['좌식', '입식', '단체석']","[[""탄투리치킨(Half)"", 10000], [""치킨티카"", 12000], [""감자말이새우"", 12000], [""베지브리야니"", 9000], [""치킨짜오민"", 9000]]",양식
457,63.97,"서울특별시 마포구 양화로 72, 101동 1층 131호 (서교동, 서교동 효성 해링턴 타워)",네비올로 합정,192555.052,449861.9558,0507-1439-0805,수: 15:00 - 24:00; 목: 15:00 - 24:00; 금: 15:00 - 24:00; 토: 15:00 - 24:00; 일: 정기휴무 (매주 일요일); 월: 정기휴무 (매주 월요일); 화: 15:00 - 24:00,241,"['콜키지 가능', '와인 페어링', '전문 소믈리에', '포장', '배달', '단체 이용 가능', '예약', '무선 인터넷', '남/녀 화장실 구분', '장애인 휠체어 이용가능', '출입구 휠체어 이용가능', '좌석 휠체어 이용가능', '장애인 주차구역']",유료 주차 가능,"[['""음식이 맛있어요""', 235], ['""술이 다양해요""', 142], ['""인테리어가 멋져요""', 134], ['""대화하기 좋아요""', 102]]","['단체석', '입식', '바테이블', '테라스', '연인석', '1인석']","[[""엔초비 스파게티"", 18000], [""멜론 자몽 하몽"", 18000], [""살치살 스테이크 (300g)"", 59000], [""스파이시 초리죠 펜네"", 20000], [""바질 페스토 크림 뇨끼"", 23000], [""트러플 빠께리"", 25000], [""갈릭 버터 알감자"", 14000]]",양식
458,67.53,"서울특별시 마포구 어울마당로 112-6, 1층 (서교동)",홍마떡,193157.9737,450269.8303,0507-1416-1107,수: 정기휴무 (매주 수요일); 목: 11:30 - 22:00; 금: 11:30 - 22:00; 토: 11:30 - 22:00; 일: 11:30 - 22:00; 월: 11:30 - 22:00; 화: 11:30 - 22:00,743,"['포장', '배달', '단체 이용 가능']",,"[['""음식이 맛있어요""', 565], ['""특별한 메뉴가 있어요""', 197], ['""친절해요""', 177], ['""양이 많아요""', 177]]",[],"[[""마늘떡볶이 (R)"", 9500], [""마늘 면볶이 (R)"", 10500], [""크림치즈김밥"", 5800], [""찹쌀순대"", 4800], [""등심 왕 돈까스"", 8500], [""모듬튀김 (소)"", 8000]]",한식
459,123.21,"서울특별시 마포구 와우산로19길 9, 1층 (서교동)",먼데이즈,193094.1402,449876.4027,0507-1394-8093,수: 17:00 - 03:00; 목: 17:00 - 03:00; 금: 17:00 - 05:00; 토: 17:00 - 05:00; 일: 정기휴무 (매주 일요일); 월: 17:00 - 03:00; 화: 17:00 - 03:00,368,"['생일 혜택', '단체 이용 가능', '예약', '무선 인터넷', '남/녀 화장실 구분', '대기공간']",유료 주차 가능,"[['""음식이 맛있어요""', 323], ['""인테리어가 멋져요""', 206], ['""술이 다양해요""', 200], ['""친절해요""', 150]]","['단체석', '테라스', '좌식']","[[""해물순두부 짬뽕탕"", 19900], [""삼겹두부김치"", 17900]]",한식
460,75.93,"서울특별시 마포구 어울마당로 55-12, 1층 (서교동)",마트마타,192895.8696,449785.6477,,,96,[],,"[['""음식이 맛있어요""', 70], ['""친절해요""', 64], ['""인테리어가 멋져요""', 62], ['""가성비가 좋아요""', 50]]",[],"[[""소세지+감자"", 12000], [""치킨가라아게+감자"", 12000], [""치즈플레이트"", 12900], [""모둠과일+올리브"", 12900], [""잼민이 모둠튀김"", 12000], [""토마토파스타"", 13900], [""조개탕"", 15900], [""매운돼껍볶음"", 15000], [""닭껍질튀김"", 12000], [""크림우동"", 12000], [""국물우동"", 10000], [""치즈돈까스"", 12000], [""떡볶이"", 10900], [""오지치즈후라이"", 8900], [""나쵸&살사소스"", 8900], [""파인샤베트"", 8000], [""텐더치킨샌드위치"", 8000], [""하우스샌드위치"", 6000], [""아이스호두"", 5900], [""감자튀김"", 5000], [""팝콘"", 5000]]",양식
461,38.9,"서울특별시 마포구 홍익로3길 11 (서교동, 2층)",포옹남 홍대,193050.2014,450174.4452,0507-1481-1518,수: 11:00 - 07:00; 목: 11:00 - 07:00; 금: 11:00 - 11:00; 토: 11:00 - 11:00; 일: 11:00 - 22:00; 월: 11:00 - 22:00; 화: 11:00 - 07:00,982,"['포장', '무선 인터넷', '배달']",,"[['""음식이 맛있어요""', 987], ['""재료가 신선해요""', 497], ['""인테리어가 멋져요""', 443], ['""친절해요""', 418]]",[],"[[""쌀국수"", 10500], [""분팃느엉"", 10500], [""껌승"", 12000]]",한식
462,110.25,"서울특별시 마포구 독막로3길 30, 에이치포빌딩 2층 (서교동)",우마담,192627.9031,449703.8764,0507-1318-0518,수: 13:00 - 22:00; 목: 13:00 - 22:00; 금: 13:00 - 22:00; 토: 15:00 - 22:00; 일: 15:00 - 22:00; 월: 13:00 - 22:00; 화: 13:00 - 22:00,279,"['콜키지 가능', '생일 혜택', '예약', '무선 인터넷', '단체 이용 가능']",주차 불가,"[['""음식이 맛있어요""', 187], ['""친절해요""', 114], ['""특별한 날 가기 좋아요""', 114], ['""특별한 메뉴가 있어요""', 81]]","['바테이블', '연인석']","[[""우마담 한우오마카세"", 140000], [""우마담 평일 런치오마카세"", 65000]]",일식
463,449.97,"서울특별시 마포구 잔다리로 5 (서교동, 1,2,3층)",서교포차,193079.8997,449810.5188,0507-1377-3012,수: 17:00 - 05:00; 목: 17:00 - 05:00; 금: 17:00 - 08:00; 토: 17:00 - 08:00; 일: 17:00 - 05:00; 월: 17:00 - 05:00; 화: 17:00 - 05:00,247,"['단체 이용 가능', '포장', '예약', '무선 인터넷', '남/녀 화장실 구분']",유료 주차 가능,"[['""음식이 맛있어요""', 235], ['""기본 안주가 좋아요""', 113], ['""인테리어가 멋져요""', 99], ['""음악이 좋아요""', 97]]",[],"[[""삼겹두부김치"", 23900], [""해물순두부짬뽕탕"", 23900], [""치즈계란말이"", 18900], [""오징어 볶음"", 19900], [""버켓치킨"", 19900], [""국물닭발"", 19900], [""눈꽃치즈감자전"", 19900], [""김치어묵우동"", 18900], [""오지치즈후라이"", 17900], [""치킨 가라야게"", 18900], [""오돌뼈주먹밥"", 18900], [""닭강정"", 17900], [""계절과일"", 20900], [""매운닭발(무뼈)"", 18900], [""영양부추오리훈제"", 19900], [""바지락조개탕"", 17900], [""모둠어묵탕"", 19900], [""돼지김치찌개"", 19900], [""통오징어숙회"", 17900], [""슬러쉬과일화채"", 19900]]",일식
464,20,"서울특별시 마포구 와우산로29마길 12, 지1층 101호 (서교동)",비스트로세노,193436.0835,450370.6351,0507-1378-2085,수: 12:00 - 23:00; 목: 12:00 - 23:00; 금: 12:00 - 23:00; 토: 12:00 - 23:00; 일: 12:00 - 23:00; 월: 12:00 - 23:00; 화: 정기휴무 (매주 화요일),127,"['예약', '무선 인터넷', '반려동물 동반']",,"[['""음식이 맛있어요""', 137], ['""친절해요""', 93], ['""재료가 신선해요""', 70], ['""특별한 메뉴가 있어요""', 66]]",[],"[[""파스타"", null]]",양식
465,71.6,"서울특별시 마포구 독막로3길 21, 2층 (서교동)",샴페인 슈퍼노바,192580.2195,449677.1121,0507-1377-4373,수: 18:00 - 02:00; 목: 18:00 - 02:00; 금: 18:00 - 03:00; 토: 17:00 - 03:00; 일: 17:00 - 03:00; 월: 정기휴무 (매주 월요일); 화: 18:00 - 02:00,391,"['콜키지 가능', '생일 혜택', '와인 페어링', '비건 메뉴', '단체 이용 가능', '예약', '무선 인터넷']",유료 주차 가능,"[['""음식이 맛있어요""', 305], ['""인테리어가 멋져요""', 297], ['""술이 다양해요""', 228], ['""음악이 좋아요""', 220]]","['바테이블', '입식', '루프탑', '테라스', '1인석', '단체석']","[[""샴페인"", null]]",한식
466,55.44,"서울특별시 마포구 독막로3길 18, 1층 102호 (서교동)",상수동치맥,192587.2384,449648.9957,0507-1391-0784,,109,"['예약', '단체 이용 가능', '포장', '남/녀 화장실 구분']",,"[['""음식이 맛있어요""', 77], ['""친절해요""', 36], ['""대화하기 좋아요""', 28], ['""가성비가 좋아요""', 25]]",[],"[[""크리스피 후라이드 치킨"", 17900], [""순살 양념 치킨"", 17900], [""순살 칠리새우치킨"", 18900], [""골뱅이 무침"", 17900], [""새우튀김"", 17900]]",양식
467,155.19,"서울특별시 마포구 잔다리로 6, 1층 (서교동)",난장,193084.5912,449853.4199,0507-1377-1182,,95,"['생일 혜택', '콜키지 가능', '남/녀 화장실 구분', '예약', '반려동물 동반', '무선 인터넷', '단체 이용 가능']",주차 불가,"[['""음식이 맛있어요""', 91], ['""친절해요""', 33], ['""매장이 넓어요""', 28], ['""단체모임 하기 좋아요""', 27]]","['단체석', '좌식']","[[""짬뽕순두부찌개"", 22000]]",한식
468,96.03,"서울특별시 마포구 동교로 127 (서교동, 1층)",귀한족발 홍대서교점,192525.5105,450329.8657,0507-1307-3225,,88,"['단체 이용 가능', '포장', '배달', '예약', '무선 인터넷']",주차 가능,"[['""음식이 맛있어요""', 119], ['""재료가 신선해요""', 46], ['""친절해요""', 41], ['""양이 많아요""', 36]]",[],"[[""귀한보쌈"", null], [""귀한족발"", null], [""냉채족발"", null], [""속초코다리보쌈"", null], [""의성마늘보쌈"", null], [""보불보불"", null], [""직화 반반 족발"", null], [""숯불 직화 족발"", null], [""매콤직화불족발"", null], [""보족세트"", null], [""반반족발"", null], [""의성마늘족발"", null], [""속초코다리족발"", null]]",한식
469,49.58,"서울특별시 마포구 와우산로29라길 12, 지하1층 (서교동)",카츠와,193482.5026,450338.0838,,,497,"['포장', '무선 인터넷', '단체 이용 가능']",,"[['""음식이 맛있어요""', 543], ['""친절해요""', 344], ['""재료가 신선해요""', 315], ['""양이 많아요""', 256]]",[],"[[""모듬정식"", 16000], [""특로스카츠"", 16000], [""로스정식카츠"", 13000], [""히레정식카츠"", 14000], [""반반정식"", 15000], [""카츠산도"", 9000]]",일식
470,76,"서울특별시 마포구 양화로 27, 1층 (합정동)",양화로 1984,192175.8695,449657.7931,0507-1438-1984,수: 11:30 - 23:00; 목: 11:30 - 23:00; 금: 11:30 - 23:00; 토: 12:00 - 23:00; 일: 16:00 - 22:00; 월: 11:30 - 23:00; 화: 11:30 - 23:00,980,"['단체 이용 가능', '무선 인터넷', '예약', '포장']",주차 불가,"[['""음식이 맛있어요""', 971], ['""재료가 신선해요""', 515], ['""친절해요""', 453], ['""양이 많아요""', 421]]",['단체석'],"[[""철판쭈꾸미(350g)"", 15000], [""철판쭈삼(350g)"", 16000], [""생고기김치찌개(1인)(3시이후)"", 9000], [""생고기얼큰두루치기(1인)(3시이후)"", 10000], [""철판쭈꾸미비빔밥(점심특선)"", 10000], [""철판제육(점심특선)"", 10000]]",한식
471,28.93,"서울특별시 마포구 토정로 31, 1층 102호 (합정동)",델핀커피바,192367.7244,449278.7088,,수: 12:00 - 24:00; 목: 12:00 - 24:00; 금: 12:00 - 24:00; 토: 13:00 - 24:00; 일: 13:00 - 21:00; 월: 정기휴무 (매주 월요일); 화: 12:00 - 24:00,93,"['테이크아웃 할인', '단체 이용 가능', '예약', '포장', '반려동물 동반']",주차 불가,"[['""커피가 맛있어요""', 63], ['""인테리어가 멋져요""', 57], ['""친절해요""', 51], ['""음료가 맛있어요""', 49]]","['단체석', '룸']","[[""에스프레소"", 4500], [""아메리카노"", 5500], [""카페라떼"", 6000], [""바닐라라떼"", 6500], [""카푸치노"", 6000], [""플랫화이트"", 6000], [""우유"", 2000], [""레몬에이드"", 7000], [""자몽에이드"", 7000], [""하동쑥차"", 7000], [""하동 헛개나무열매차"", 7000], [""하동 호지차"", 7000]]",양식
472,45,"서울특별시 마포구 희우정로 29, 1층 우측호 (합정동)",깃시리,191760.3427,449727.8901,,,283,[],주차 불가,"[['""음식이 맛있어요""', 280], ['""재료가 신선해요""', 153], ['""양이 많아요""', 127], ['""인테리어가 멋져요""', 125]]","['좌식', '1인석']","[[""깃시리 텐동"", 10800], [""새우 텐동"", 11800], [""상 텐동"", 11800], [""명란 텐동"", 13800], [""장어텐동"", 13800], [""스페셜 텐동"", 17800]]",일식
473,121.75,"서울특별시 마포구 월드컵로 45-1, 2층 (합정동)",라라본국,192124.476,450129.3168,0507-1397-5518,수: 11:00 - 23:00; 목: 11:00 - 23:00; 금: 11:00 - 23:00; 토: 11:00 - 23:00; 일: 11:00 - 23:00; 월: 11:00 - 23:00; 화: 11:00 - 23:00,360,"['단체 이용 가능', '포장', '배달', '예약', '무선 인터넷']",주차 불가,"[['""음식이 맛있어요""', 361], ['""재료가 신선해요""', 249], ['""매장이 넓어요""', 188], ['""혼밥하기 좋아요""', 116]]","['바테이블', '1인석', '연인석', '단체석']","[[""마라탕 (100g)"", 1900], [""마라샹궈 (100g)"", 3400], [""꿔바로우 (소)"", 12000], [""계란볶음밥"", 8000], [""가지볶음밥"", 8000], [""볶음면"", 8000]]",중식
474,29.64,"서울특별시 마포구 토정로3길 9, 1층 (합정동)",분담,192337.1719,449312.1073,0507-1428-1595,수: 12:00 - 22:00; 목: 12:00 - 22:00; 일: 정기휴무 (매주 일요일); 월: 12:00 - 22:00; 화: 12:00 - 22:00,104,['콜키지 가능'],주차 불가,"[['""음식이 맛있어요""', 101], ['""친절해요""', 79], ['""혼밥하기 좋아요""', 52], ['""재료가 신선해요""', 48]]","['바테이블', '입식', '1인석']","[[""부챗살 스테이크"", 25000], [""뽈뽀"", 32000], [""얼큰버섯만두전골"", 21000], [""직화구이 무뼈닭발"", 18000], [""약고추장 소바"", 10000], [""소고기 전골"", 21000], [""타이거 생맥주"", 7000], [""연유찍어먹는 반반옥수수전"", 9000], [""모찌리도후"", 9000], [""에다마메(완두콩) 볶음"", 9000], [""소시지맛탕"", 9000], [""오징어젓 크림치즈 크래커"", 9000], [""진로이즈백,새로"", 5000]]",일식
475,42.75,"서울특별시 마포구 월드컵로3길 31-26, 지1층 (합정동)",미트스타킴,192052.1845,449739.9845,0507-1385-5792,수: 17:30 - 23:00; 목: 17:30 - 23:00; 금: 17:30 - 23:00; 토: 17:00 - 23:00; 일: 정기휴무 (매주 일요일); 월: 17:30 - 23:00; 화: 17:30 - 23:00,83,"['콜키지 가능', '단체 이용 가능', '예약', '무선 인터넷']",무료 주차 가능,"[['""고기 질이 좋아요""', 94], ['""음식이 맛있어요""', 93], ['""친절해요""', 61], ['""직접 잘 구워줘요""', 61]]",['바테이블'],"[[""차돌된장찌개"", 8000], [""목살"", 16000], [""등심덧살"", 17000], [""한우업진살"", 23000], [""한우채끝살"", 26000], [""옛날돼지갈비"", 16000], [""비빔라면"", 6000], [""한우차돌박이"", 15000], [""새우구이"", 5000], [""양갈비"", 20000]]",한식
476,44.64,"서울특별시 마포구 양화로3길 37 (합정동,1층)",향남추어탕,192085.1297,449814.1444,02-337-4649,수: 11:00 - 21:00; 목: 11:00 - 21:00; 금: 11:00 - 21:00; 토: 11:00 - 21:00; 일: 정기휴무 (매주 일요일); 월: 11:00 - 21:00; 화: 11:00 - 21:00,120,"['예약', '포장']",주차 가능,"[['""음식이 맛있어요""', 163], ['""친절해요""', 50], ['""재료가 신선해요""', 49], ['""가성비가 좋아요""', 45]]",[],"[[""추어탕"", 9000], [""통추어탕"", 12000], [""튀김(소)"", 10000], [""튀김(중)"", 15000], [""튀김(대)"", 20000]]",한식
477,76.99,"서울특별시 마포구 성지길 30, 1층 (합정동)",옥소반 합정점,192248.8011,449468.739,02-1833-6536,수: 11:00 - 22:00; 목: 11:00 - 22:00; 금: 11:00 - 22:00; 토: 11:00 - 22:00; 일: 11:00 - 22:00; 월: 11:00 - 22:00; 화: 11:00 - 22:00,492,"['콜키지 가능', '무한 리필', '예약', '유아의자']",주차 불가,"[['""음식이 맛있어요""', 480], ['""재료가 신선해요""', 371], ['""친절해요""', 173], ['""양이 많아요""', 147]]",[],"[[""샤브샤브A"", 13900], [""샤브샤브B"", 15900], [""샤브샤브C"", 16900], [""스키야키A"", 13900], [""스키야키B"", 15900], [""스키야키C"", 16900]]",한식
478,47.94,"서울특별시 마포구 월드컵로3길 31-6, 2층 201호 (합정동)",타테이와,192045.885,449765.629,0507-1390-6163,수: 18:00 - 01:00; 목: 18:00 - 01:00; 금: 17:30 - 01:00; 토: 17:30 - 01:00; 일: 17:30 - 24:00; 월: 18:00 - 01:00; 화: 정기휴무 (매주 화요일),253,"['단체 이용 가능', '예약']",,"[['""음식이 맛있어요""', 236], ['""술이 다양해요""', 127], ['""친절해요""', 116], ['""인테리어가 멋져요""', 99]]",[],"[[""오늘의 모듬사시미 2인"", 40000], [""오늘의 모듬사시미 3인"", 60000], [""오늘의 모듬사시미 4인"", 80000], [""해수우니"", 30000], [""시메사바 스다치 카르파쵸"", 19000], [""아부리 사바 보우즈시"", 25000], [""후또마끼"", 20000], [""북해도산 가리비관자,우니크림"", 16000], [""프로슈토 마구로"", 18000], [""하몽 토마토 루꼴라 사라다"", 18000], [""전복내장파스타"", 23000], [""아구 카라아게,꽈리"", 18000], [""치즈 함바그,양송이 데미그라스"", 16000], [""농어 스테이크,흑보리리조또"", 20000], [""바질조개술찜,파스타"", 25000], [""슈토 크림치즈,반미칩"", 12000], [""카라스미 아보카도"", 10000], [""쯔케모노 4종"", 6000], [""치즈도후 모나카 1개"", 3000]]",일식
479,80,"서울특별시 마포구 성지3길 19, 아진 2층 (합정동)",식선,192347.131,449397.3853,0507-1386-5809,수: 11:30 - 22:00; 목: 11:30 - 22:00; 금: 11:30 - 22:00; 토: 11:30 - 22:00; 일: 11:30 - 22:00; 월: 11:30 - 22:00; 화: 11:30 - 22:00,177,"['단체 이용 가능', '예약']",주차 불가,"[['""음식이 맛있어요""', 169], ['""재료가 신선해요""', 123], ['""친절해요""', 96], ['""가성비가 좋아요""', 68]]",[],"[[""도미머리간장조림"", 15000], [""아구순살튀김"", 25000], [""마구로 페스츄리아에"", 20000], [""도빙무시"", 15000], [""멘타이코 사라다"", 9000], [""밤만쥬"", 9000], [""제철사시미 2인"", 42000], [""시로미마구로감태마끼"", 20000], [""니싱이소베마끼"", 20000], [""우니"", 30000], [""살치미소야끼"", 30000], [""와비버터야끼"", 30000], [""메로미소야끼"", 30000]]",일식
480,87.54,"서울특별시 마포구 독막로3길 7, 2층 (합정동)",낀낀,192542.569,449613.7722,0507-1303-9370,수: 11:30 - 22:00; 목: 11:30 - 22:00; 금: 11:30 - 22:00; 토: 11:30 - 22:00; 일: 11:30 - 22:00; 월: 정기휴무 (매주 월요일); 화: 11:30 - 22:00,251,"['포장', '무선 인터넷', '단체 이용 가능', '예약']",주차 불가,"[['""음식이 맛있어요""', 268], ['""현지 맛에 가까워요""', 143], ['""친절해요""', 120], ['""재료가 신선해요""', 109]]",[],"[[""팟타이"", 12000], [""팟씨유"", 12000], [""그린커리"", 12000], [""팟카파오 무쌉"", 12000], [""카오팟 꿍"", 10000]]",기타
481,78.42,"서울특별시 마포구 성지5길 19, 1층 (합정동)",화류,192328.2937,449335.276,0507-1376-8310,수: 16:00 - 24:00; 목: 16:00 - 24:00; 금: 16:00 - 24:00; 토: 16:00 - 24:00; 일: 16:00 - 24:00; 월: 16:00 - 24:00; 화: 16:00 - 24:00,625,"['콜키지 가능', '전문 소믈리에', '단체 이용 가능', '무선 인터넷']",주차 불가,"[['""음식이 맛있어요""', 590], ['""술이 다양해요""', 432], ['""인테리어가 멋져요""', 306], ['""특별한 메뉴가 있어요""', 245]]","['룸', '단체석', '바테이블', '1인석', '연인석']","[[""모듬 야키토리 9종세트"", 30000], [""사시미우니"", 39000]]",일식
482,83,"서울특별시 마포구 독막로 4, 2층 (합정동)",따로집,192327.4445,449603.3985,0507-1325-2455,,305,"['단체 이용 가능', '무선 인터넷', '예약', '남/녀 화장실 구분']",유료 주차 가능,"[['""음식이 맛있어요""', 263], ['""인테리어가 멋져요""', 195], ['""특별한 메뉴가 있어요""', 169], ['""친절해요""', 157]]",[],"[[""소고기"", 20000], [""돼지고기"", 23000], [""닭고기"", 23000], [""둥지"", 23000], [""새우"", 23000], [""토마토 떡볶이"", 20000], [""풍미, 토마토스튜"", 23000], [""부추지짐이"", 20000], [""젓갈 두부"", 18500], [""가지튀김"", 13000], [""따로집 수제 플래터"", 38000], [""김치 꼴라보 피자"", 25000], [""베이컨 스테이크"", 21000], [""카다이프 새우깡"", 20000], [""김치 칠리치즈프라이"", 14000], [""김치볶음밥"", 16800], [""새우볶음밥"", 16800], [""고급, 어묵국물요리"", 21000], [""트러플 들깨 크림 순대"", 23000], [""떠먹는 따로집 케이크"", 8000]]",한식
483,47.97,"서울특별시 마포구 월드컵로 39-1, 1층 101호 (합정동)",명품수제숯불갈비,192132.6826,450079.5233,0507-1347-5433,,96,[],,"[['""음식이 맛있어요""', 100], ['""재료가 신선해요""', 46], ['""친절해요""', 38], ['""가성비가 좋아요""', 37]]",[],"[[""돼지갈비 (250g)"", 13000], [""칼집삼겹살 (200g)"", 15000], [""황제소갈비살 (400g)"", 40000], [""황제양념소갈비살 (400g)"", 45000], [""백반 (점심메뉴)"", 8000], [""왕갈비탕 (점심메뉴)"", 14000], [""해물된장 (점심메뉴)"", 8000], [""막국수(물/비빔) (점심메뉴)"", 9000]]",한식
484,131.98,"서울특별시 마포구 양화로6길 18, B동 2층 일부호 (합정동)",두놈포차,192445.879,449629.0887,0507-1359-2021,수: 17:00 - 02:00; 목: 17:00 - 02:00; 금: 17:00 - 02:00; 토: 17:00 - 02:00; 일: 정기휴무 (매주 일요일); 월: 17:00 - 02:00; 화: 17:00 - 02:00,505,"['콜키지 가능', '단체 이용 가능', '무선 인터넷', '예약', '남/녀 화장실 구분', '반려동물 동반']",,"[['""음식이 맛있어요""', 478], ['""인테리어가 멋져요""', 322], ['""기본 안주가 좋아요""', 208], ['""술이 다양해요""', 152]]",[],"[[""랍스터어묵탕"", 29000], [""간장수육보쌈"", 25000], [""대패오겹육전"", 22000]]",한식
485,113.16,"서울특별시 마포구 성지길 42, 1층 (합정동)",청도미나리식당 합정점,192229.5004,449402.4795,0507-1342-8144,,187,"['콜키지 가능', '단체 이용 가능', '예약', '무선 인터넷', '포장', '대기공간', '유아의자', '좌석 휠체어 이용가능']",주차 불가,"[['""음식이 맛있어요""', 193], ['""재료가 신선해요""', 155], ['""매장이 넓어요""', 58], ['""양이 많아요""', 56]]",['단체석'],"[[""청도미나리 삼겹살 (150g)"", 15000], [""미나리 샤브샤브"", 14000], [""미나리 생오리전골(한마리)"", 59000], [""미나리 마늘 생오리로스(한마리)"", 59000], [""미나리 생오리 불고기(한마리)"", 59000]]",한식
