지번주소,사업장명,Processed,메뉴
서울특별시 마포구 서교동 396-51,마실랭가이드,Yes,"[['매일 바뀌는 밥상 (낮밥만 가능)', 10000], ['명란 소불고기 덮밥', 13000], ['참치회 덮밥', 13000], ['연어장 덮밥', 15000], ['간장 새우장 정식', 15000], ['수비드 스테이크 덮밥', 15000], ['우삼겹 숙주덮밥', 13000]]"
서울특별시 마포구 서교동 376-11,한소끔 가정식손만두,,
서울특별시 마포구 서교동 446-53,뚜또 페르 뚜띠,Yes,"[['프로슈토 파니니', 13000]]"
서울특별시 마포구 서교동 380-14,핏제리아오 합정역점,Yes,"[['마르게리따 부팔라', 19500], ['스텔라', 29000], ['마르게리따 부라타', 23000]]"
서울특별시 마포구 서교동 396-36 2층,다이닝 미야비,Yes,"[['미야비코스', 80000], ['후토마끼', 17000]]"
서울특별시 마포구 서교동 396-49,피그바,Yes,"[['피그목살', 15000], ['피그삼겹살', 15000], ['벌집껍데기', 9000], ['광광 우렁 된장찌개', 6000], ['된장술밥', 8000], ['칼칼 우삼겹 순두부찌개', 8000], ['살얼음 김치말이국수', 7000], ['수제비홍합탕', 14000], ['해물듬뿍 해장라면', 8000], ['관자버터구이', 7000]]"
서울특별시 마포구 서교동 355-25,정이,Yes,"[['오징어 김치전', 15000], ['바지락탕', 15000], ['제육볶음', 15000], ['돼지고기김치찌개', 18000], ['계란우동', 6000], ['오징어숙회', 15000], ['해물순두부', 15000], ['번데기', 10000], ['소라숙회', 15000], ['소라무침', 20000], ['생선구이', 15000], ['무뼈닭발볶음', 15000], ['쏘세지 떡꼬치', 13000], ['목전지구이', 15000]]"
서울특별시 마포구 서교동 378-1,커리지널,,
서울특별시 마포구 서교동 401-12,일일수작 홍대합정점,Yes,"[['팽이삼겹꼬치', None], ['아스파라거스 삼겹꼬치', None], ['모둠꼬치', None], ['은행꼬치', None], ['닭껍질꼬치', None], ['닭목살꼬치', None], ['닭꼬치', None], ['파닭꼬치', None], ['옥수수김치전', None], ['이태리 치즈 감자전', None], ['해물 부추전', None], ['알배추찜과 보쌈수육', None], ['묵은지 문어숙회', None], ['단호박 치즈 훈제오리찜', None], ['단호박 치즈불닭', None], ['통마늘모래집볶음', None], ['김치어묵칼국수', None], ['미니샤브 우삼겹전골', None], ['꼬치어묵 유부전골', None], ['해물듬뿍 쫄면순두부', None]]"
서울특별시 마포구 서교동 391-18 와와빌딩,럭키인디아,Yes,"[['Keema Matar with a boiled Egg', 21000], ['Egg curry', 19000], ['Lentil Soup', 8000], ['Pakora (4pc)', 6000], ['Palak', 19000]]"
서울특별시 마포구 서교동 408-27 보리수빌딩,짬뽕지존 홍대점,Yes,"[['마파두부밥', 10000], ['게삼볶음밥', 10000], ['군만두', 7000], ['맛보기군만두', 4000], ['연유꽃빵', 4000], ['한영양만점마파두부밥', 10000], ['게살볶음밥', 10000], ['찹쌀탕수육', 17000], ['사천탕수육', 19000], ['유린기', 23000], ['깐풍기', 28000], ['지존짬뽕', 12000], ['수제비짬뽕', 12000], ['지존짜장', 8500], ['순두부짬뽕면', 13000], ['쌀국수짬뽕', 12000], ['지존짬뽕밥', 12000]]"
서울특별시 마포구 서교동 363-9,용용선생 홍대점 1호점,Yes,"[['중화오이무침', 5900], ['홍콩식닭냉채', 7900], ['고수무침', 7900], ['흑후추우삼겹', 11900], ['소고기마라샹궈', 11900], ['간장계란볶음밥', 5900], ['깐풍닭튀김', 10900], ['마라왕교자(6p)', 6900], ['연유꽃빵(6p)', 6900], ['게살계란탕', 13900], ['우육탕(면)', 14900], ['마라마요새우', 14900], ['화산마라전골', 22900], ['용과모량주샤베트', 8900], ['코코넛아이스크림', 8900], ['고추바삭유린기', 18900], ['시리얼새우', 18900], ['홍콩덕냉채', 18900], ['홍콩덕즈마면', 17900], ['마라마요멘보샤', 13900], ['버터깐풍기', 14900]]"
서울특별시 마포구 서교동 385-15 1층,온리원갈비 합정,Yes,"[['한돈 갈비 정식', 16000], ['소등심(170g)', 31000], ['한돈 수제 양념갈비(250g)', 16000], ['한돈 생갈비(220g)', 16000], ['철판 숯불고기 정식', 10000], ['한돈 묵은지 김치찜', 11000], ['소갈비살(170g)', 21000], ['양념 소갈비살(200g)', 25000], ['양념 껍데기', 10000], ['육개장 정식', 10000], ['콘치즈버터구이', 6000], ['계란찜', 4000], ['후식냉면', 6000], ['한돈 김치찌개', 7000]]"
서울특별시 마포구 서교동 355-21,남도뽀글이,Yes,"[['소곱창', None], ['소막창구이', None], ['소막창', None], ['소염통', None], ['볶음밥', None]]"
서울특별시 마포구 서교동 400-18,라뎅,Yes,"[['규코츠라멘', 10000], ['카라규코츠라멘', 11000], ['기린(생)', 6000], ['오리온(생)', 8000], ['야끼만두', 4000]]"
서울특별시 마포구 서교동 446-46,도원,Yes,"[['짜장면', 6000], ['짬뽕', 7000], ['우동', 7000], ['간짜장면', 7000], ['삼선간짜장', 9000], ['쟁반짜장', 8000], ['볶음짬뽕', 10000], ['삼선짬뽕', 10000], ['고추짬뽕', 10000], ['사천탕면', 10000], ['백짬뽕', 10000], ['차돌짬뽕', 10000], ['삼선우동', 10000], ['볶음밥', 8000], ['잡채밥', 9000], ['마파두부밥', 9000], ['특밥', 9000], ['고추밥', 9000], ['삼선볶음밥', 10000], ['새우볶음밥', 10000], ['게살볶음밥', 11000], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None], ['', None]]"
서울특별시 마포구 서교동 331-9,부야스곱창,Yes,"[['알곱창', 13000], ['야채곱창', 13000]]"
서울특별시 마포구 서교동 330-39,토메루,Yes,"[['사사미명란마요', 3500], ['항정구이', 4500], ['명란항정구이', 4700], ['난코츠', 3500], ['쯔꾸네', 5000], ['떡베이컨', 3600], ['사사미와사비마요', 3500], ['세세리(닭목살)', 3500], ['토리카와(닭껍질)', 3000], ['하츠(염톰)', 3000], ['테바사키(닭날개)', 4000], ['방울토마토 베이컨', 3600], ['애호박 베이컨', 3600], ['메추리알 베이컨', 3600], ['양솜이버섯구이', 3200], ['새솜이버섯구이', 3200], ['표고버섯구이', 3200], ['방울토마토구이 (2pcs)', 3000], ['애호박구이 (2pcs)', 3000], ['꽈리고추구이 (2pcs)', 3000], ['메추리알구이 (2pcs)', 3000]]"
서울특별시 마포구 서교동 360-18,홍대예티,Yes,"[['탄투리치킨(Half)', 10000], ['치킨티카', 12000], ['감자말이새우', 12000], ['베지브리야니', 9000], ['치킨짜오민', 9000]]"
서울특별시 마포구 서교동 494,네비올로 합정,,
서울특별시 마포구 서교동 345-16,홍마떡,Yes,"[['마늘떡볶이 (R)', 9500], ['마늘 면볶이 (R)', 10500], ['크림치즈김밥', 5800], ['찹쌀순대', 4800], ['등심 왕 돈까스', 8500], ['모듬튀김 (소)', 8000]]"
서울특별시 마포구 서교동 363-24,먼데이즈,Yes,"[['해물순두부 짬뽕탕', 19900], ['삼겹두부김치', 17900]]"
서울특별시 마포구 서교동 405-10,마트마타,Yes,"[['소세지+감자', 12000], ['치킨가라아게+감자', 12000], ['치즈플레이트', 12900], ['모둠과일+올리브', 12900], ['잼민이 모둠튀김', 12000], ['토마토파스타', 13900], ['조개탕', 15900], ['매운돼껍볶음', 15000], ['닭껍질튀김', 12000], ['크림우동', 12000], ['국물우동', 10000], ['치즈돈까스', 12000], ['떡볶이', 10900], ['오지치즈후라이', 8900], ['나쵸&살사소스', 8900], ['파인샤베트', 8000], ['텐더치킨샌드위치', 8000], ['하우스샌드위치', 6000], ['아이스호두', 5900], ['감자튀김', 5000], ['팝콘', 5000]]"
서울특별시 마포구 서교동 365-5,포옹남 홍대,Yes,"[['쌀국수', 10500], ['분팃느엉', 10500], ['껌승', 12000]]"
서울특별시 마포구 서교동 345-12,어리라운지,Yes,"[['칵테일들', 10000], ['안주', 8000], ['4잔세트 칵테일', 27000], ['6잔세트 칵테일', 42000]]"
서울특별시 마포구 서교동 396-46,우마담,Yes,"[['우마담 한우오마카세', 140000], ['우마담 평일 런치오마카세', 65000]]"
서울특별시 마포구 서교동 407-28,서교포차,Yes,"[['삼겹두부김치', 23900], ['해물순두부짬뽕탕', 23900], ['치즈계란말이', 18900], ['오징어 볶음', 19900], ['버켓치킨', 19900], ['국물닭발', 19900], ['눈꽃치즈감자전', 19900], ['김치어묵우동', 18900], ['오지치즈후라이', 17900], ['치킨 가라야게', 18900], ['오돌뼈주먹밥', 18900], ['닭강정', 17900], ['계절과일', 20900], ['매운닭발(무뼈)', 18900], ['영양부추오리훈제', 19900], ['바지락조개탕', 17900], ['모둠어묵탕', 19900], ['돼지김치찌개', 19900], ['통오징어숙회', 17900], ['슬러쉬과일화채', 19900]]"
서울특별시 마포구 서교동 332-35,비스트로세노,Yes,"[['파스타', None]]"
서울특별시 마포구 서교동 395-36,샴페인 슈퍼노바,Yes,"[['샴페인', None]]"
서울특별시 마포구 서교동 396-31,상수동치맥,Yes,"[['크리스피 후라이드 치킨', 17900], ['순살 양념 치킨', 17900], ['순살 칠리새우치킨', 18900], ['골뱅이 무침', 17900], ['새우튀김', 17900]]"
서울특별시 마포구 서교동 363-5,난장,Yes,"[['짬뽕순두부찌개', 22000]]"
서울특별시 마포구 서교동 459-5 1층,귀한족발 홍대서교점,Yes,"[['귀한보쌈', None], ['귀한족발', None], ['냉채족발', None], ['속초코다리보쌈', None], ['의성마늘보쌈', None], ['보불보불', None], ['직화 반반 족발', None], ['숯불 직화 족발', None], ['매콤직화불족발', None], ['보족세트', None], ['반반족발', None], ['의성마늘족발', None], ['속초코다리족발', None]]"
서울특별시 마포구 서교동 333-10,카츠와,Yes,"[['모듬정식', 16000], ['특로스카츠', 16000], ['로스정식카츠', 13000], ['히레정식카츠', 14000], ['반반정식', 15000], ['카츠산도', 9000]]"
서울특별시 마포구 합정동 383-14,양화로 1984,Yes,"[['철판쭈꾸미(350g)', 15000], ['철판쭈삼(350g)', 16000], ['생고기김치찌개(1인)(3시이후)', 9000], ['생고기얼큰두루치기(1인)(3시이후)', 10000], ['철판쭈꾸미비빔밥(점심특선)', 10000], ['철판제육(점심특선)', 10000]]"
서울특별시 마포구 합정동 368-27,델핀커피바,Yes,"[['에스프레소', 4500], ['아메리카노', 5500], ['카페라떼', 6000], ['바닐라라떼', 6500], ['카푸치노', 6000], ['플랫화이트', 6000], ['우유', 2000], ['레몬에이드', 7000], ['자몽에이드', 7000], ['하동쑥차', 7000], ['하동 헛개나무열매차', 7000], ['하동 호지차', 7000]]"
서울특별시 마포구 합정동 398-3,깃시리,Yes,"[['깃시리 텐동', 10800], ['새우 텐동', 11800], ['상 텐동', 11800], ['명란 텐동', 13800], ['장어텐동', 13800], ['스페셜 텐동', 17800]]"
서울특별시 마포구 합정동 427-7,라라본국,Yes,"[['마라탕 (100g)', 1900], ['마라샹궈 (100g)', 3400], ['꿔바로우 (소)', 12000], ['계란볶음밥', 8000], ['가지볶음밥', 8000], ['볶음면', 8000]]"
서울특별시 마포구 합정동 369-19,분담,Yes,"[['부챗살 스테이크', 25000], ['뽈뽀', 32000], ['얼큰버섯만두전골', 21000], ['직화구이 무뼈닭발', 18000], ['약고추장 소바', 10000], ['소고기 전골', 21000], ['타이거 생맥주', 7000], ['연유찍어먹는 반반옥수수전', 9000], ['모찌리도후', 9000], ['에다마메(완두콩) 볶음', 9000], ['소시지맛탕', 9000], ['오징어젓 크림치즈 크래커', 9000], ['진로이즈백,새로', 5000]]"
서울특별시 마포구 합정동 388-17,미트스타킴,Yes,"[['차돌된장찌개', 8000], ['목살', 16000], ['등심덧살', 17000], ['한우업진살', 23000], ['한우채끝살', 26000], ['옛날돼지갈비', 16000], ['비빔라면', 6000], ['한우차돌박이', 15000], ['새우구이', 5000], ['양갈비', 20000]]"
서울특별시 마포구 합정동 386-39 1층,향남추어탕,Yes,"[['추어탕', 9000], ['통추어탕', 12000], ['튀김(소)', 10000], ['튀김(중)', 15000], ['튀김(대)', 20000]]"
서울특별시 마포구 합정동 375-5,옥소반 합정점,Yes,"[['샤브샤브A', 13900], ['샤브샤브B', 15900], ['샤브샤브C', 16900], ['스키야키A', 13900], ['스키야키B', 15900], ['스키야키C', 16900]]"
서울특별시 마포구 합정동 388-3,타테이와,Yes,"[['오늘의 모듬사시미 2인', 40000], ['오늘의 모듬사시미 3인', 60000], ['오늘의 모듬사시미 4인', 80000], ['해수우니', 30000], ['시메사바 스다치 카르파쵸', 19000], ['아부리 사바 보우즈시', 25000], ['후또마끼', 20000], ['북해도산 가리비관자,우니크림', 16000], ['프로슈토 마구로', 18000], ['하몽 토마토 루꼴라 사라다', 18000], ['전복내장파스타', 23000], ['아구 카라아게,꽈리', 18000], ['치즈 함바그,양송이 데미그라스', 16000], ['농어 스테이크,흑보리리조또', 20000], ['바질조개술찜,파스타', 25000], ['슈토 크림치즈,반미칩', 12000], ['카라스미 아보카도', 10000], ['쯔케모노 4종', 6000], ['치즈도후 모나카 1개', 3000]]"
서울특별시 마포구 합정동 371-24 아진,식선,Yes,"[['도미머리간장조림', 15000], ['아구순살튀김', 25000], ['마구로 페스츄리아에', 20000], ['도빙무시', 15000], ['멘타이코 사라다', 9000], ['밤만쥬', 9000], ['제철사시미 2인', 42000], ['시로미마구로감태마끼', 20000], ['니싱이소베마끼', 20000], ['우니', 30000], ['살치미소야끼', 30000], ['와비버터야끼', 30000], ['메로미소야끼', 30000]]"
서울특별시 마포구 합정동 413-15,낀낀,Yes,"[['팟타이', 12000], ['팟씨유', 12000], ['그린커리', 12000], ['팟카파오 무쌉', 12000], ['카오팟 꿍', 10000]]"
서울특별시 마포구 합정동 370-39,화류,Yes,"[['모듬 야키토리 9종세트', 30000], ['사시미우니', 39000]]"
서울특별시 마포구 합정동 373-16,따로집,Yes,"[['소고기', 20000], ['돼지고기', 23000], ['닭고기', 23000], ['둥지', 23000], ['새우', 23000], ['토마토 떡볶이', 20000], ['풍미, 토마토스튜', 23000], ['부추지짐이', 20000], ['젓갈 두부', 18500], ['가지튀김', 13000], ['따로집 수제 플래터', 38000], ['김치 꼴라보 피자', 25000], ['베이컨 스테이크', 21000], ['카다이프 새우깡', 20000], ['김치 칠리치즈프라이', 14000], ['김치볶음밥', 16800], ['새우볶음밥', 16800], ['고급, 어묵국물요리', 21000], ['트러플 들깨 크림 순대', 23000], ['떠먹는 따로집 케이크', 8000]]"
서울특별시 마포구 합정동 427-17,명품수제숯불갈비,Yes,"[['돼지갈비 (250g)', 13000], ['칼집삼겹살 (200g)', 15000], ['황제소갈비살 (400g)', 40000], ['황제양념소갈비살 (400g)', 45000], ['백반 (점심메뉴)', 8000], ['왕갈비탕 (점심메뉴)', 14000], ['해물된장 (점심메뉴)', 8000], ['막국수(물/비빔) (점심메뉴)', 9000]]"
서울특별시 마포구 합정동 413-27,두놈포차,Yes,"[['랍스터어묵탕', 29000], ['간장수육보쌈', 25000], ['대패오겹육전', 22000]]"
서울특별시 마포구 합정동 376-40,청도미나리식당 합정점,Yes,"[['청도미나리 삼겹살 (150g)', 15000], ['미나리 샤브샤브', 14000], ['미나리 생오리전골(한마리)', 59000], ['미나리 마늘 생오리로스(한마리)', 59000], ['미나리 생오리 불고기(한마리)', 59000]]"
서울특별시 마포구 합정동 374-1,계림원 누릉지 통닭구이 합정역점,,
서울특별시 마포구 합정동 358-2,까사벨라즈,Yes,"[['뽀라스 3pcs & 딥초코', 8800], ['뽀라스 3pcs & 초코라떼', 8800], ['뽀라스 3pcs', 7000], ['츄러스 3pcs & 딥초코', 8800], ['츄러스 3pcs', 7000], ['아메리카노', 4000], ['디카페인 아메리카노', 4500], ['카페라떼', 5000], ['바닐라라떼', 5500], ['바닐라라떼 (Zero)', 6000], ['크림라떼', 6500], ['모카라떼', 6500], ['초코라떼', 6000], ['말차라떼', 6000], ['페퍼민트티', 6000], ['밀크티', 6500], ['히비스커스티', 6000], ['캐모마일티', 6000]]"
서울특별시 마포구 합정동 376-28,고쿠노야,Yes,"[['마제소바', 11000], ['카라이(매운) 마제소바', 12000], ['마제메시', 11000], ['카라이(매운) 마제메시', 12000], ['들기름들깨소바', 11000]]"
서울특별시 마포구 합정동 442-6,치킨플러스 합정점,Yes,"[['똥집튀김', None], ['밀크치즈볼', None], ['김말이튀김', None], ['눈맞은감자튀김', None], ['No.1포테이토닥토닭', None], ['아빠의제주깜슐랭', None], ['조선레드치킨', None], ['크리미어니언', None], ['프라임핫쵸킹', None], ['바삭담백한 후라이드', None], ['크리스피 후라이드', None], ['양념치킨', None], ['간장치킨', None], ['극장판치킨(고추치즈편)', None], ['마늘스태미나', None], ['숯불치킨(소금)', None], ['숯불치킨(양념)', None], ['허니강정치킨', None], ['눈맞은치킨', None], ['핫쵸킹', None]]"
서울특별시 마포구 합정동 363-3,합정술집 도란,Yes,"[['슈바인학센 4인', 44900], ['랭쌥', 30000], ['슈바인학센 2인', 28900], ['치킨난반', 17000], ['비프 타르타르', 23000], ['마라 감바스', 18000], ['치킨 프리카세', 27900], ['치오피노', 27900], ['짜장스튜', 23000], ['조개술찜', 23000], ['스키야키', 23000], ['소주맥주', 5000], ['레드락 생맥주', 5000], ['잔와인(화이트, 레드)', 4000]]"
서울특별시 마포구 합정동 398-7,정다운식당,Yes,"[['삼겹살(150g)', 14000], ['목살(150g)', 14000], ['갈매기살(150g)', 14000], ['소갈비살(120g)', 16000], ['살치살(120g)', 19000], ['부채살(120g)', 19000], ['정다운(돈)A세트(2인)', 28000], ['정다운(돈)B세트(3-4인)', 42000], ['정다운(우)A세트(2인)', 35000], ['정다운(우)B세트(3-4인)', 54000]]"
서울특별시 마포구 합정동 410-5,록갈비 합정점,Yes,"[['양념 쪽갈비', 17000], ['매운 쪽갈비', 17000], ['얼음동동 묵사발', 5000], ['보통국수', 6000], ['날치알 주먹밥', 4000]]"
서울특별시 마포구 합정동 392-3번지 2층 ,합정옥,Yes,"[['양지곰탕', 12000], ['속대국', 10000], ['수육(중)', 40000], ['곱창전골(중)', 33000]]"
서울특별시 마포구 합정동 411-14,참바른김밥,Yes,"[['참바른김밥', 3500], ['참치김밥', 4500], ['떡볶이', 4500], ['라볶이', 5000], ['오뎅탕', 3500]]"
서울특별시 마포구 합정동 434-22,옆구르기,Yes,"[['병아리콩 로스트치킨', 14000], ['게랑토니 (고정)', 19500], ['소이소이샐러드 (고정)', 9800], ['참나물버섯 토스트', 12000], ['새우 알배추롤 (고정)', 15000], ['포포토스트 (홀수달)', 9500], ['플랫밤', 6500], ['귤몬', 5500], ['패페', 6000], ['아메리카노', 4500], ['에스프레소', 4000], ['라떼', 5000], ['카푸치노', 5000], ['탄산수', 4000], ['샷, 바닐라 시럽 추가', 500], ['빵 추가', 3000], ['스크램블', 3000], ['모닝빵 + 타프나드', 4500], ['당호박 스프', 9500]]"
서울특별시 마포구 합정동 412-26,로우샹로우,Yes,"[['양갈비', 29000], ['양등심', 29000], ['마라양전골', 29000], ['마라소고기전골', 29000], ['양 탕면', 12500], ['마라 탕면', 13500], ['마라로제면', 15500], ['마라비빔면', 12500], ['어향가지덮밥', 12500], ['마파두부 덮밥', 11500], ['마늘계란 볶음밥', 8000]]"
서울특별시 마포구 합정동 433-8,어라운드그린,Yes,"[['두부데리야끼 현미밥', 13000], ['된장소스가지덮밥 현미밥', 13000], ['깐풍버섯 현미밥', 13000], ['세가지 버섯 피자', 14000], ['구황작물 피자', 15000], ['바질페스토 버섯 피자', 15000], ['매콤토마토 파스타', 12000], ['로제파스타 / 리조또', 13000], ['버섯 크림파스타 / 리조또', 13000]]"
서울특별시 마포구 합정동 392-13,넉탐,Yes,"[['닭볶음탕', 22000], ['국물닭발', 16000], ['해물파전', 14000], ['오뎅탕', 14000], ['화이트어니언순살치킨', 15000]]"
서울특별시 마포구 합정동 474번지 합정한강아파트 ,망원동즉석떡볶이,Yes,"[['망원동즉석떡볶이(커플)', 14000], ['(BEST)차돌마늘떡볶이(커플)', 18000], ['(BEST)차돌치즈떡볶이(커플)', 18000], ['(BEST)차돌박이떡볶이(커플)', 16000], ['(BEST)매운닭볶음탕(불닭볶음면정도)', 25000], ['(BEST)무뼈닭발(커플)', 15000], ['치즈돈까스떡볶이(커플)', 18000], ['치즈떡볶이(커플)', 16000], ['짜장떡볶이(커플)', 16000], ['닭볶음탕(신라면보다조금매워요)', 25000], ['뼈닭발(커플)', 13000], ['버터갈릭치즈감자', 4000], ['고구마(4개)', 3000], ['야채(4개)', 3000], ['한마리통오징어튀김', 8000]]"
서울특별시 마포구 합정동 472번지,마부자생삼겹살,,
서울특별시 마포구 합정동 438-2 ,신공주떡볶이,Yes,"[['떡볶이', 4500], ['꼬치오뎅', 4000], ['순대', 5000], ['엄마김밥', 4000], ['진미채듬뿍김밥', 5000], ['참치듬뿍김밥', 5000], ['명란듬뿍김밥', 6000], ['떡꼬치', 5000], ['수제튀김', 5000], ['튀김순대', 5000], ['고뎅탕', 6000], ['수제식혜', 4000], ['오징어범벅', 7000], ['김말이범벅', 7000], ['츄로떡', 4000]]"
서울특별시 마포구 합정동 357-7번지 ,무대륙,Yes,"[['아메리카노', 4500], ['카페라떼', 5000], ['카푸치노', 5500], ['유자차', 6000], ['얼그레이', 6000], ['구운가지 베이글 샌드위치', 11000], ['토마토 아보카도 베이글 샌드위치', 11000]]"
서울특별시 마포구 합정동 387-1번지,둥둥막창구이,Yes,"[['돼지막창 (200g)', 14000], ['소막창 (180g)', 19000], ['돼지목살 (200g)', 14000], ['곱창볶음 (1인분)', 11000], ['껍데기 (200g)', 9000], ['무뼈닭발', 12000]]"
서울특별시 마포구 합정동 444-3 ,희도식당,Yes,"[['희도플래터', 38000]]"
서울특별시 마포구 합정동 472,백두한우곱창,,
서울특별시 마포구 합정동 363-1번지 ,걸작떡볶이치킨,Yes,"[['로제 떡닭 세트', 28000], ['숯불킹 떡닭 세트', 29000], ['마라 로제 떡볶이', 17000], ['마라 떡볶이', 13000], ['국물 떡볶이', 10000], ['로제가래떡떡볶이', 12000], ['가래떡볶이', 10000], ['숯불킹 떡볶이', 15000], ['치즐킹 치킨', 16000], ['쏘이킹 치킨', 15000], ['양념 치킨', 15000], ['후라이드 치킨', 14000], ['스윗마라시즈닝치킨', 15000], ['치즈피자', 11900], ['햄치즈피자', 13900], ['숯불고기피자', 15900], ['떡닭피세트', 37900], ['불닭떡볶이 세트', 19900], ['혼자서 떡닭세트', 14500], ['떡순튀세트', 21000], ['온가족세트', 36500]]"
서울특별시 마포구 합정동 437-9 ,폴베리,Yes,"[['마르게리타 피자', 19000], ['사과고르곤졸라 피자', 23000], ['마리나라 피자', 18000], ['고메마르게리따 피자', 27000], ['볼로네제파스타', 16000], ['토마토모짜렐라 판제로띠', 7500], ['스파이시라구 판제로띠', 8900], ['햄치즈 판제로띠', 9900], ['화이트치즈 깐놀리', 6500]]"
서울특별시 마포구 합정동 427-18 ,고미태,Yes,"[['계절 단일 국수 메뉴', 9800]]"
서울특별시 마포구 합정동 472,식껍 합정점,,
서울특별시 마포구 합정동 393-11,함반,Yes,"[['모아 함반', 15000], ['닭고기 함반', 13000], ['돼지고기 함반', 15000], ['소고기 함반', 18000], ['함반2인(모아2+방울양배추구이)', 36000], ['하이볼모아', 22000], ['얼그레이하이볼모아', 22500]]"
서울특별시 마포구 합정동 370-4,미필담,Yes,"[['이북식 손만두국', 12000], ['수육 무침 1/2', 15000], ['김치말이 국수 (5-10월)', 12000], ['양지 온반 (11-3월)', 13000], ['만두 전골 (11-4월)', 30000]]"
서울특별시 마포구 합정동 363-30 ,윤슬,Yes,"[['서울의밤', 15000]]"
서울특별시 마포구 합정동 372-30번지,청주식당,Yes,"[['청국장', 9000], ['오징어제육', 18000], ['해물파전', 18000], ['부대찌개', 9000], ['동태찌개', 9000], ['김치찌개', 9000], ['고등어구이', 10000], ['제육볶음', 9000], ['석화찜(계절)', 30000]]"
서울특별시 마포구 합정동 396-14,잇텐고,Yes,"[['키츠네', 8000], ['키요마사', 9000], ['미도리카메', 11000], ['미니차슈동', 4000], ['토마토쯔께모노', 4000]]"
서울특별시 마포구 합정동 388-20,합정전,Yes,"[['메뉴판', None], ['메뉴판', None]]"
서울특별시 마포구 합정동 356-9번지 1층 ,당고집,Yes,"[['당고세트 (4가지맛)', 7900], ['간장당고', 2100], ['단팥당고', 2100], ['딸기팥당고', 2100], ['녹차팥당고', 2100], ['벚꽃당고', 3000], ['호박당고', 2100], ['크런치당고', 2400], ['카라이당고', 2100], ['노리당고 (김+간장)', 2400], ['미타라시당고 (3개)', 7800], ['사쿠라소다', 5500], ['메론소다', 5500], ['크림소다', 6500], ['레몬에이드', 6200], ['단팥라떼', 6300], ['말차', 5500], ['매실티', 5500], ['허니유자차', 5500], ['레몬티', 5500], ['미숫가루', 5800]]"
서울특별시 마포구 합정동 472,금문중화요리,,
서울특별시 마포구 합정동 427-20번지 1층 ,하동우렁추어탕,Yes,"[['추어탕+솥밥', 12000], ['전복 추어탕(2미)+솥밥', 17000], ['한우국밥+솥밥', 12000], ['우렁 추어탕+솥밥', 14000], ['등심돈까스', 10000], ['곤드레우렁이돌밥', 11000]]"
서울특별시 마포구 합정동 352-6,잠두봉더나인,Yes,"[['(소)갈비살', 18000], ['훈제오리', 18000], ['옛날통닭', 17000], ['생삼겹살(한돈)', 18000], ['생목살(한돈)', 18000], ['즉석라면', 4000]]"
서울특별시 마포구 합정동 364-25번지 1층 ,합정감자탕,Yes,"[['감자탕 (소)', 29000], ['육회 (200g)', 28000], ['메밀전', 7000], ['뼈다귀 해장국', 10000], ['감자탕 (대)', 43000]]"
서울특별시 마포구 합정동 389-16 ,새벽숯불가든,Yes,"[['오겹살 (400g)', 36000], ['목살 (400g)', 36000], ['주물럭 (400g)', 36000], ['흑돼지 김치찌개', 4000], ['감자 된장밥', 6000]]"
서울특별시 마포구 합정동 472번지 ,포로이,,
서울특별시 마포구 합정동 410-31번지,어른이대공원,Yes,"[['콜록콜록 탕수육', 10000], ['미태리 허니갈릭치킨', 10000], ['밀라 짬뽕탕', 10000], ['로제치킨', 10000], ['어니언카레치킨', 10000]]"
서울특별시 마포구 합정동 388-29번지,연희중식,Yes,"[['연희탕수육 (소)', 16000], ['연희중식 마늘새우', 25000], ['반반새우', 24000], ['연희짬뽕', 9000], ['칠리새우', 24000], ['깐풍새우', 24000], ['크림새우', 24000], ['삼색새우', 32000], ['마늘새우', 26000], ['깐풍육(소)', 18000], ['양장피', 32000], ['해물짬뽕탕', 23000], ['해물누룽지탕', 32000], ['팔보채', 42000], ['라조기', 20000], ['라조육', 20000], ['짜장면', 7000], ['연희백짬뽕', 9000], ['연희짬뽕밥', 9000], ['연희백짬뽕밥', 9000], ['새우볶음밥', 8000], ['', None], ['', None], ['', None]]"
서울특별시 마포구 합정동 388-29,찐육개장,Yes,"[['얼큰육개장', 9000], ['소머리곰탕(보통)', 10000], ['육개장 전골 (소)', 27000]]"
서울특별시 마포구 합정동 388-29,합정뒷고기,Yes,"[['뒷고기 모듬한판', 39000], ['삼겹셋트', 45000], ['이베리코 흑돼지 모듬한판', 49000], ['생삼겹', 16000], ['가브리', 16000], ['목덜미', 16000], ['갈매기', 16000], ['뽈', 16000], ['콧등', 16000], ['항정', 16000], ['관자', 16000], ['목살', 17000], ['배받이', 17000], ['갈비살', 17000], ['업진', 17000], ['이베리코 소세지', 12000]]"
