소재지면적,지번주소,도로명주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y)
63.02,서울특별시 마포구 서교동 399-9,"서울특별시 마포구 양화로6길 57-12, 1층 (서교동)",라운지목화 합정관,중국식,192669.383194723,449648.516083399
47.98,서울특별시 마포구 서교동 361-6,"서울특별시 마포구 와우산로18길 21, 지1층 (서교동)",소울버튼블루,라이브카페,193201.659573033,449878.932065817
610.52,서울특별시 마포구 서교동 378-10 H 스퀘어,"서울특별시 마포구 양화로 81, H 스퀘어 102호,103호,104호,105호 (서교동)",탭샵바 합정점,한식,192565.856894657,449977.778211886
48.37,서울특별시 마포구 서교동 333-37,"서울특별시 마포구 와우산로29마길 7-8, 지1층 우측호 (서교동)",연남골목냉면,한식,193472.105654798,450345.430511468
56.08,서울특별시 마포구 서교동 360-24,"서울특별시 마포구 와우산로 66, 지층 (서교동)",별빛퐁당,한식,193149.006349719,449796.117137603
54.0,서울특별시 마포구 서교동 396-27,"서울특별시 마포구 독막로3길 24-10, 지1층 A호 (서교동)",유아하,중국식,192626.322505278,449645.01155379
93.82,서울특별시 마포구 서교동 347-14,"서울특별시 마포구 와우산로27길 62, 2층 (서교동)",증증일상,중국식,193340.696605464,450339.451837826
102.25,서울특별시 마포구 서교동 368-12 S368빌딩,"서울특별시 마포구 잔다리로2길 7, S368빌딩 1층 (서교동)",낙경,한식,192894.084754794,449922.799623418
90.0,서울특별시 마포구 서교동 342-3,"서울특별시 마포구 와우산로25길 13, 2층 (서교동)",왕소야,중국식,193376.593438614,450193.415123055
76.38,서울특별시 마포구 서교동 355-25,"서울특별시 마포구 홍익로5안길 24, 1층 101호 (서교동)",잇스시,일식,192988.884997922,450160.268023234
63.0,서울특별시 마포구 서교동 411-7,"서울특별시 마포구 와우산로15길 33, 202호 (서교동)",비에이치씨상수점,호프/통닭,193007.490930719,449650.437180887
86.56,서울특별시 마포구 서교동 408-18 스페이스빌딩,"서울특별시 마포구 와우산로17길 19-24, 스페이스빌딩 1층 (서교동)",호박꽃 홍대점,한식,192978.954765258,449666.620592809
90.0,서울특별시 마포구 서교동 399-23 1층,"서울특별시 마포구 양화로6길 65, 1층 (서교동)",해몽 마포점,한식,192667.481707413,449614.532287895
57.66,서울특별시 마포구 서교동 407-16 1층,"서울특별시 마포구 와우산로17길 20 (서교동,1층)",골목포차,중국식,193019.484202245,449800.29443923
202.2,서울특별시 마포구 서교동 331-17,"서울특별시 마포구 어울마당로 140, 2층 (서교동)",역전할머니맥주 홍대입구역점,한식,193357.583769974,450430.074449241
143.38,서울특별시 마포구 서교동 409-1 서교동빌딩,"서울특별시 마포구 와우산로17길 15, 서교동빌딩 1층 (서교동)",만선호프,호프/통닭,193047.508813907,449757.482155581
31.25,서울특별시 마포구 서교동 487 서교동 대우미래사랑,"서울특별시 마포구 월드컵북로5나길 18, 1층 135호 (서교동, 서교동 대우미래사랑)",도로시파스타 연정 홍대점,경양식,192577.990805265,450569.670545853
57.64,서울특별시 마포구 서교동 374-11,서울특별시 마포구 잔다리로 58 (서교동),명동왕돈까스,경양식,192689.128311711,450100.834455759
255.68,서울특별시 마포구 서교동 364-2 태경빌딩,"서울특별시 마포구 와우산로21길 19-8, 태경빌딩 지하1층 (서교동)",하와이조개,한식,193097.608311261,449981.716718739
35.0,서울특별시 마포구 서교동 364-23,"서울특별시 마포구 어울마당로 80, 1층 102호 (서교동)",달콤왕가탕후루 홍대1호점,분식,193010.132819018,449987.604454636
60.0,서울특별시 마포구 서교동 403-4 DE빌딩,"서울특별시 마포구 독막로9길 38, DE빌딩 1층 101호 (서교동)",오늘하루,한식,192914.574395312,449736.650932039
47.0,서울특별시 마포구 서교동 395-33,"서울특별시 마포구 독막로3길 23, 1층 (서교동)",야타이 쇼부,한식,192590.67,449687.123258246
31.0,서울특별시 마포구 서교동 346-5,"서울특별시 마포구 홍익로2길 27-17, 지하1층 좌측호 (서교동)",브라더스 에프앤씨,한식,193240.076030276,450367.443369836
37.84,서울특별시 마포구 서교동 345-17,"서울특별시 마포구 와우산로23길 41, 1층 좌측호 (서교동)",순대실록 홍대1호점,한식,193168.052327746,450267.576222732
27.0,서울특별시 마포구 서교동 325-2,"서울특별시 마포구 와우산로 162-4, 지층 102호 (서교동)",감초통닭,호프/통닭,193810.109573287,450325.76576006
93.29,서울특별시 마포구 서교동 362-11,"서울특별시 마포구 와우산로21길 19-19, 2층 (서교동)",수림식당,중국식,193095.264771021,449922.081966537
79.84,서울특별시 마포구 서교동 395-69,"서울특별시 마포구 독막로3길 33-3, 지1층 (서교동)",그늘,한식,192604.724549063,449730.502096173
757.7,서울특별시 마포구 서교동 364-26 지1층,"서울특별시 마포구 와우산로21길 31 (서교동, 지1층)",지원,정종/대포집/소주방,193048.597980722,450001.931077355
91.67,서울특별시 마포구 서교동 474-27,"서울특별시 마포구 월드컵로14길 56, 2층 (서교동)",오소바텐,일식,192287.901002507,450480.495602227
106.1,서울특별시 마포구 서교동 490,"서울특별시 마포구 양화로 45, 2층 213,214호 (서교동, 메세나폴리스몰)",써브웨이합정역메세나폴리스점,경양식,192311.642580307,449855.643910445
118.04,서울특별시 마포구 서교동 363-23,"서울특별시 마포구 와우산로19길 11 (서교동, 지하1층)",디스,호프/통닭,193079.858421456,449877.591566355
132.0,서울특별시 마포구 서교동 449-6 1층,"서울특별시 마포구 월드컵북로 43, 1층 (서교동)",제주은희네해장국홍대점,한식,192670.565483583,450645.356418957
94.2,서울특별시 마포구 서교동 364-26,"서울특별시 마포구 와우산로21길 31, A동 6층 (서교동)",어스,한식,193048.597980722,450001.931077355
103.26,서울특별시 마포구 서교동 369-36,"서울특별시 마포구 양화로16길 30 (서교동, 3층)",카페 위밋데얼,호프/통닭,192961.700505914,450075.937273608
20.0,서울특별시 마포구 서교동 395-78,"서울특별시 마포구 독막로7길 51, 3층 일부호 (서교동)",영원김치찜,한식,192840.562427663,449761.78546552
20.0,서울특별시 마포구 서교동 395-78,"서울특별시 마포구 독막로7길 51, 3층 일부호 (서교동)",파스타마스터,경양식,192840.562427663,449761.78546552
85.5,서울특별시 마포구 서교동 411-12,"서울특별시 마포구 와우산로15길 49, 2층 좌측, 3층 (서교동)",개화당,정종/대포집/소주방,192943.99153252,449600.92005552
86.93,서울특별시 마포구 서교동 399-12,"서울특별시 마포구 양화로6길 57-20, 1층 (서교동)",대빵,한식,192697.345659453,449675.447494153
454.58,서울특별시 마포구 서교동 407-14,"서울특별시 마포구 와우산로17길 18, 지1,지2층 (서교동)",레이저,한식,193035.224241573,449790.814624625
31.16,서울특별시 마포구 서교동 394-25 동양한강트레벨,"서울특별시 마포구 양화로 56, 동양한강트레벨 지1층 B103-2호 (서교동)",로타리,일식,192402.468624287,449701.62502855
60.0,서울특별시 마포구 서교동 377-7 이막빌딩,"서울특별시 마포구 잔다리로7길 38, 이막빌딩 1층 (서교동)",소금과 다시마,일식,192496.890678894,450131.787361143
98.9,서울특별시 마포구 서교동 399-14,"서울특별시 마포구 독막로5길 33, 2층 (서교동)",미지,한식,192731.503821609,449689.318930236
132.0,서울특별시 마포구 서교동 395-17 예랑빌딩 1층,"서울특별시 마포구 잔다리로 23, 1층 (서교동, 예랑빌딩)",401,한식,192878.727777422,449832.766256945
23.14,서울특별시 마포구 서교동 337-27,"서울특별시 마포구 와우산로 137, 2층 3호 (서교동)",덮담 홍대점,한식,193619.771235908,450179.618735208
66.6,서울특별시 마포구 서교동 490 메세나폴리스,"서울특별시 마포구 양화로 45, 몰동 1층 173호 (서교동, 메세나폴리스)",할리우드,뷔페식,192311.642580307,449855.643910445
34.38,서울특별시 마포구 서교동 326-22,"서울특별시 마포구 와우산로35길 9-11, 지하1층 2호 (서교동)",바로키친,한식,193695.59337957,450366.455363981
80.28,서울특별시 마포구 서교동 331-13,"서울특별시 마포구 어울마당로 136-3, 2층 (서교동)",꽃게나라,한식,193326.184349271,450419.073075376
70.82,서울특별시 마포구 서교동 355-21,"서울특별시 마포구 홍익로5안길 16, 1층 일부호 (서교동)",이에스펍,호프/통닭,193013.793172554,450184.232366816
195.6,서울특별시 마포구 서교동 357-1 서교오피스텔,"서울특별시 마포구 홍익로3길 20, 서교오피스텔 2층 2001호 (서교동)",코코발리비비큐 서교동지점,"외국음식전문점(인도,태국등)",193009.20810189,450142.186927747
65.25,서울특별시 마포구 서교동 409-10,"서울특별시 마포구 와우산로15길 28, 1층 (서교동)",후타츠,일식,193015.43238262,449682.64233316
68.41,서울특별시 마포구 서교동 468-20 아트림,"서울특별시 마포구 동교로15길 32, 아트림 1층 (서교동)",레스트_아우룸,경양식,192344.937425127,450432.223943357
68.0,서울특별시 마포구 서교동 332-20 시성빌딩,"서울특별시 마포구 와우산로29바길 9, 시성빌딩 2층 (서교동)",골목길 전포차,한식,193415.969878515,450410.315917858
32.4,서울특별시 마포구 서교동 347-9,"서울특별시 마포구 어울마당로 136-18, 1층 103호 (서교동)",홍대노가리포차,한식,193344.25580443,450382.755288974
102.9,서울특별시 마포구 서교동 367-15,"서울특별시 마포구 잔다리로 20-11, 1층 (서교동)",붉은낙타,한식,192924.512709136,449897.406094453
95.0,서울특별시 마포구 서교동 395-23,"서울특별시 마포구 독막로7길 45, 2층 (서교동)",단디,한식,192824.238658891,449733.718842244
161.3,서울특별시 마포구 서교동 405-11 2층,"서울특별시 마포구 어울마당로 55-8, 2층 (서교동)",플레이어스 홀덤펍,호프/통닭,192909.745462991,449788.58595688
51.0,서울특별시 마포구 서교동 476-53,"서울특별시 마포구 월드컵로10길 27, 1층 101호 (서교동)",해주방,일식,192249.228797686,450313.722130687
74.86,서울특별시 마포구 서교동 330-15,"서울특별시 마포구 와우산로29길 64, 2층 (서교동)",멘지 홍대점,일식,193462.020722141,450444.333982095
63.25,서울특별시 마포구 서교동 391-18 와와빌딩,"서울특별시 마포구 양화로7길 6-5, 1동 1층 101호 (서교동, 와와빌딩)",키츠 스키야키,한식,192437.577312219,449930.212005225
97.68,서울특별시 마포구 서교동 405-5,"서울특별시 마포구 잔다리로 21-1 (서교동, 2층)",야키토리 잔잔 홍대직영점,경양식,192907.186146466,449822.240693024
44.46,서울특별시 마포구 서교동 402-14 경일빌딩,"서울특별시 마포구 독막로9길 14, 경일빌딩 1층 (서교동)",쏘시지요,일식,192852.128615774,449634.912169501
131.14,서울특별시 마포구 서교동 331-17,"서울특별시 마포구 어울마당로 140, 1층 (서교동)",육전국밥 홍대점,한식,193357.583769974,450430.074449241
92.0,서울특별시 마포구 서교동 346-33,"서울특별시 마포구 와우산로23길 42, 1층 (서교동)",와따분식 홍대점,분식,193186.243327629,450271.883692287
107.7,서울특별시 마포구 서교동 363-21,"서울특별시 마포구 와우산로19길 19, 2층 (서교동)",너가술집사장,감성주점,193040.282751264,449882.214941311
98.84,서울특별시 마포구 서교동 363-22 우준빌딩,"서울특별시 마포구 와우산로19길 15, 우준빌딩 4층 (서교동)",커넥션,한식,193061.448315193,449881.602974104
70.94,서울특별시 마포구 서교동 358-74,"서울특별시 마포구 홍익로 3-3, 2층 (서교동)",한월,한식,193191.314876357,450071.689170913
35.82,서울특별시 마포구 서교동 487 서교동 대우미래사랑,"서울특별시 마포구 월드컵북로5나길 18, 1층 132호 (서교동, 서교동 대우미래사랑)",응급실 국물떡볶이 서울서교점,분식,192577.990805265,450569.670545853
166.54,서울특별시 마포구 서교동 401-6 2층,"서울특별시 마포구 독막로7길 20 (서교동,2층)",왔쏘 홍대점,호프/통닭,192786.235199729,449607.910462306
40.0,서울특별시 마포구 서교동 403-1,"서울특별시 마포구 어울마당로 55-1, 2층 (서교동)",김밥천국,한식,192935.990696516,449763.484721632
211.66,서울특별시 마포구 서교동 351-13,"서울특별시 마포구 동교로 156-11, 1층 (서교동)",바나나리프 어메이징 타일랜드 농카이,경양식,192854.986097731,450343.644809203
35.33,서울특별시 마포구 서교동 400-23,"서울특별시 마포구 어울마당로5길 31, B1층 좌측호 (서교동)",88야키토리,일식,192757.397103396,449688.838796948
38.04,서울특별시 마포구 서교동 494 서교동 효성 해링턴 타워,"서울특별시 마포구 양화로 72, 101동 1층 129호 (서교동, 서교동 효성 해링턴 타워)",스시로운 생활,일식,192571.398185225,449840.234160062
11.57,서울특별시 마포구 서교동 330-54,"서울특별시 마포구 와우산로29길 56-10, 1층 102호 일부호 (서교동)",조선팔도통큰김치찜 홍대직영점,한식,193510.034067264,450448.452005705
11.57,서울특별시 마포구 서교동 330-54,"서울특별시 마포구 와우산로29길 56-10, 1층 102호 일부호 (서교동)",구삼짜글이 홍대직영점,한식,193510.034067264,450448.452005705
58.3,서울특별시 마포구 서교동 411-12,"서울특별시 마포구 와우산로15길 49, 2층 일부 우측호 (서교동)",김김포차,한식,192943.99153252,449600.92005552
16.0,서울특별시 마포구 서교동 365-17 1층,"서울특별시 마포구 홍익로3길 35 (서교동,1층)",미쉐,한식,193008.27103289,450061.49417633
98.0,서울특별시 마포구 서교동 347-17,"서울특별시 마포구 와우산로27길 68, 2층 (서교동)",석,중국식,193313.486295118,450358.69842606
67.41,서울특별시 마포구 서교동 487 서교동 대우미래사랑,"서울특별시 마포구 월드컵북로5나길 18, 1층 138호 (서교동, 서교동 대우미래사랑)",손수제비 요미요미 마포점,한식,192577.990805265,450569.670545853
52.07,서울특별시 마포구 서교동 407-19,"서울특별시 마포구 와우산로17길 24-3, 1층 (서교동)",황포25,호프/통닭,193000.723447734,449794.70627888
73.38,서울특별시 마포구 서교동 372-1,"서울특별시 마포구 양화로 100, 1층 103호 (서교동)",무한육채미 홍대점,한식,192748.814094164,450048.37797425
253.66,서울특별시 마포구 서교동 355-15 무광빌딩,"서울특별시 마포구 양화로16길 15, 무광빌딩 2층 201호 (서교동)",일편장어,한식,192919.641104545,450117.167734331
148.5,서울특별시 마포구 서교동 461-1,"서울특별시 마포구 동교로 129, 1층 102호 (서교동)",청운,중국식,192730.376890748,450187.395198752
13.32,서울특별시 마포구 서교동 457-25,"서울특별시 마포구 잔다리로 118, 지하1층 일부 주방101호 (서교동)",썸머제곱,한식,192331.666755478,450581.661025253
85.0,서울특별시 마포구 서교동 446-17,"서울특별시 마포구 동교로19길 4, 1층 (서교동)",원조감자탕 일미집 홍대점,한식,192684.081846319,450372.481723251
154.4,서울특별시 마포구 서교동 392-18,"서울특별시 마포구 양화로 75, 1층 (서교동)",김현우 스시,일식,192531.785379514,449926.844763951
58.59,서울특별시 마포구 서교동 402-4 지하1층,"서울특별시 마포구 양화로6길 99-3 (서교동,지하1층)",철인7호,한식,192840.842376268,449589.606044241
219.84,"서울특별시 마포구 서교동 394-13 1층, 2층, 3층","서울특별시 마포구 독막로3길 13 (서교동, 1층, 2층, 3층)",지하102호 5호점,일식,192558.037271362,449641.813570455
119.73,서울특별시 마포구 서교동 358-34,"서울특별시 마포구 와우산로21길 10, 2층 (서교동)",길상양꼬치,중국식,193159.925191415,450034.574644267
33.0,서울특별시 마포구 서교동 451-4,"서울특별시 마포구 월드컵북로5길 56, 1층 좌측호 (서교동)",비에이치씨 홍대서교점,호프/통닭,192491.323800265,450452.110406206
215.48,서울특별시 마포구 서교동 363-14,"서울특별시 마포구 잔다리로 14, 2층 (서교동)",무청감자탕 홍대점,한식,193006.656439451,449868.786663154
595.92,서울특별시 마포구 서교동 366-3,"서울특별시 마포구 잔다리로2길 23, 1~4층 (서교동)",굽네 플레이타운,호프/통닭,192964.796034497,449942.279613354
37.62,서울특별시 마포구 서교동 358-49,"서울특별시 마포구 와우산로21길 36-6 (서교동, 지하1층 B01호)",혼가츠,일식,193041.153033455,450043.496938045
65.0,서울특별시 마포구 서교동 404-14 SPACE,"서울특별시 마포구 독막로9길 31, SPACE 2층 201호 일부호 (서교동)",웰스시,일식,192879.87930928,449715.24284121
72.04,서울특별시 마포구 서교동 442-30 charis 빌딩,"서울특별시 마포구 월드컵로14길 19, charis 빌딩 2층 (서교동)",한상팔삼 우육미면,중국식,192108.656133003,450436.712753238
86.79,서울특별시 마포구 서교동 331-5,"서울특별시 마포구 와우산로29바길 12-4, 1층 (서교동)",치히로 서울홍대점,한식,193382.063638019,450412.014153984
39.0,서울특별시 마포구 서교동 405-5,"서울특별시 마포구 잔다리로 21-1, 지하1층 일부호 (서교동)",야키토리 잔잔 홍대직영점,일식,192907.186146466,449822.240693024
94.05,서울특별시 마포구 서교동 358-8,"서울특별시 마포구 어울마당로 100-6, 3층 (서교동)",비에스제이치킨,호프/통닭,193079.996607485,450160.327240744
126.08,서울특별시 마포구 서교동 405-5,"서울특별시 마포구 잔다리로 21-1, 1층 (서교동)",야키토리 잔잔 홍대직영점,일식,192907.186146466,449822.240693024
48.91,서울특별시 마포구 서교동 468-2,"서울특별시 마포구 월드컵로14길 62, 1층 (서교동)",파스토보이 마포점,경양식,192320.562745577,450503.41123123
26.0,서울특별시 마포구 서교동 247-85,"서울특별시 마포구 월드컵북로7길 14, 1층 일부호 (서교동)",열정의선창,분식,192601.530444339,450670.39912715
227.72,서울특별시 마포구 서교동 363-5,"서울특별시 마포구 잔다리로 6, 2층 (서교동)",토리&비어,한식,193084.59119972,449853.419851667
73.49,서울특별시 마포구 서교동 332-26,"서울특별시 마포구 와우산로29바길 5-4, 1층 (서교동)",숨은꼬치,중국식,193425.800494102,450404.147762349
312.07,서울특별시 마포구 서교동 357-1 서교오피스텔,"서울특별시 마포구 홍익로3길 20, 서교오피스텔 지1층 28~32, 39~55, 62호 (서교동)",홍대자갈집,식육(숯불구이),193009.20810189,450142.186927747
76.15,서울특별시 마포구 서교동 403-1,"서울특별시 마포구 어울마당로 55-1, 4층 (서교동)",멕시카나 홍대점,호프/통닭,192935.990696516,449763.484721632
46.0,서울특별시 마포구 서교동 334-11,"서울특별시 마포구 와우산로29다길 22, 지하1층 102호 (서교동)",간바레미나상,일식,193502.314098193,450268.356118786
60.0,서울특별시 마포구 서교동 402-2,"서울특별시 마포구 독막로9길 4, 지하1층 (서교동)",힙하디,한식,192824.031394002,449582.389550344
846.24,서울특별시 마포구 서교동 449-13,서울특별시 마포구 월드컵북로 37 (서교동),경복궁서교점엔타스,한식,192700.369455399,450597.778239829
94.27,서울특별시 마포구 서교동 402-24,"서울특별시 마포구 양화로6길 103 (서교동, 1층)",제비집 서울홍대점,한식,192853.62330959,449579.872144185
131.35,서울특별시 마포구 서교동 490 메세나폴리스,"서울특별시 마포구 양화로 45, 지하1층 B131호 (서교동, 메세나폴리스)",윤초밥 합정메세나폴리스점,일식,192311.642580307,449855.643910445
60.0,서울특별시 마포구 서교동 399-18 엘림빌라,"서울특별시 마포구 양화로6길 57-24, 지1층 B01호 (서교동, 엘림빌라)",동백상회 합정,한식,192697.434441353,449692.541741137
10.0,서울특별시 마포구 서교동 449-1,"서울특별시 마포구 월드컵북로7길 11, 지하1층 일부호 (서교동)",해리앤제리,분식,192617.265226389,450646.318229736
34.55,서울특별시 마포구 서교동 328-12,"서울특별시 마포구 와우산로29길 14-7, 3층 (서교동)",엔젤앤위치,경양식,193656.756784972,450323.78703389
50.64,서울특별시 마포구 서교동 358-70,"서울특별시 마포구 어울마당로 100-3 (서교동, 1층)",왓더버거 홍대,호프/통닭,193092.310972844,450172.695235441
263.46,서울특별시 마포구 서교동 345-8,"서울특별시 마포구 홍익로2길 7, 4층 (서교동)",모펀,분식,193152.488396379,450228.551217973
306.72,서울특별시 마포구 서교동 369-4 호곡빌딩,"서울특별시 마포구 홍익로3길 44, 호곡빌딩 3층 (서교동)",투파인드피터 서울홍대점,경양식,192984.709426979,450043.418101686
181.67,서울특별시 마포구 서교동 327-14,"서울특별시 마포구 와우산로 151, 지1층 (서교동)",한류삼계탕,한식,193723.064459058,450269.333992116
36.65,서울특별시 마포구 서교동 487 서교동 대우미래사랑,"서울특별시 마포구 월드컵북로5나길 18, 1층 111-1호 (서교동, 서교동 대우미래사랑)",미라클푸드 홍대직영점,라이브카페,192577.990805265,450569.670545853
141.65,서울특별시 마포구 서교동 355-21,"서울특별시 마포구 홍익로5안길 16, 2층 (서교동)",할로인도네시아,"외국음식전문점(인도,태국등)",193013.793172554,450184.232366816
43.63,서울특별시 마포구 서교동 331-4,"서울특별시 마포구 와우산로29바길 12, 지1층 좌측호 (서교동)",우라난바,일식,193392.015258409,450406.911190405
30.0,서울특별시 마포구 서교동 449-35,"서울특별시 마포구 월드컵북로 41, 1층 103호 (서교동)",제이스피자,경양식,192693.347753542,450633.168213536
66.0,서울특별시 마포구 서교동 358-104,"서울특별시 마포구 홍익로 15, 1층 일부호 (서교동)",7번가피자 홍대점,경양식,193124.783645349,450167.961063457
53.12,서울특별시 마포구 서교동 328-22,"서울특별시 마포구 와우산로29길 34, 1층 101호 (서교동)",한솥도시락 홍대서교점,한식,193590.799001627,450355.939176998
181.58,서울특별시 마포구 서교동 407-21 제이투에스빌딩,"서울특별시 마포구 어울마당로 60, 제이투에스빌딩 1,2층 (서교동)",준토스라티노스,한식,192983.264982584,449795.021193902
13.2,서울특별시 마포구 서교동 407-14,"서울특별시 마포구 와우산로17길 18, 3층 일부호 (서교동)",소리야 파티룸,호프/통닭,193035.224241573,449790.814624625
70.33,서울특별시 마포구 서교동 358-40,"서울특별시 마포구 와우산로21길 28-8, 1층 (서교동)",현우동 홍대,일식,193074.957032691,450044.924673847
112.3,서울특별시 마포구 서교동 355-6,"서울특별시 마포구 홍익로5안길 34, 1층 전체호 (서교동)",홍대 부대찌개,한식,192953.122593947,450124.749915514
82.0,서울특별시 마포구 서교동 364-10,"서울특별시 마포구 와우산로21길 21-16, 2층 201호 (서교동)",히든,일식,193052.208036884,449937.968269844
122.38,서울특별시 마포구 서교동 355-25,"서울특별시 마포구 홍익로5안길 24, 2층 (서교동)",육현전 홍대직영점,한식,192988.884997922,450160.268023234
90.0,서울특별시 마포구 서교동 395-178,"서울특별시 마포구 양화로10길 20, 1층 101호 (서교동)",언덕집,한식,192631.182052219,449829.412656439
33.7,서울특별시 마포구 서교동 486 서교푸르지오,"서울특별시 마포구 홍익로 10, 상가 1층 101동 116호 (서교동, 서교푸르지오)",행복은간장밥 홍익대점,한식,193187.802952358,450172.178899424
52.49,서울특별시 마포구 서교동 332-1,"서울특별시 마포구 와우산로29길 69, 4층 (서교동)",마추픽추,"외국음식전문점(인도,태국등)",193430.865281426,450431.623302559
41.12,서울특별시 마포구 서교동 487,"서울특별시 마포구 월드컵북로5나길 18 (서교동, 서교동대우미래사랑 140호)",무무,한식,192577.990805265,450569.670545853
143.12,서울특별시 마포구 서교동 346-40,"서울특별시 마포구 와우산로23길 56, 지하1층 (서교동)",블랭크,호프/통닭,193194.342788401,450335.26420965
261.17,"서울특별시 마포구 서교동 407-23 1,2층","서울특별시 마포구 잔다리로 13, 1,2층 (서교동)",홍대한신포차,호프/통닭,193003.639631596,449813.533274473
248.0,서울특별시 마포구 서교동 332-6,"서울특별시 마포구 와우산로29마길 8, 1,2,3,4층 (서교동)",우물집,한식,193447.881476638,450388.950534041
59.92,서울특별시 마포구 서교동 395-20,"서울특별시 마포구 잔다리로3안길 27, 지하1층 B01호 (서교동)",그릴러즈 인 상수,경양식,192843.369418705,449795.328910209
33.0,서울특별시 마포구 서교동 332-27,"서울특별시 마포구 와우산로29바길 11-3, 1층 일부호 (서교동)",박서교숙성회,횟집,193414.933324341,450393.637113431
84.58,서울특별시 마포구 서교동 484-4,"서울특별시 마포구 양화로7길 71, 1층 (서교동)",한본새 서교,한식,192306.100256862,450175.244563224
58.0,서울특별시 마포구 서교동 362-2 서봉갤러리,"서울특별시 마포구 와우산로 81, 서봉갤러리 1층 일부호 (서교동)",대표분식,분식,193142.902895326,449945.938821078
55.0,서울특별시 마포구 서교동 362-2 서봉갤러리,"서울특별시 마포구 와우산로 81, 서봉갤러리 1층 일부호 (서교동)",아델라까드말리 adellaca de marley,경양식,193142.902895326,449945.938821078
86.64,서울특별시 마포구 서교동 404-24,"서울특별시 마포구 독막로9길 19, 1층 (서교동)",우리의 기억을 담아,한식,192849.897714552,449662.419204109
98.0,서울특별시 마포구 서교동 335-4,"서울특별시 마포구 와우산로29길 27, 지1층 101호 (서교동)",공간비틀즈,라이브카페,193590.17092242,450318.074336236
40.0,서울특별시 마포구 서교동 459-7 잔다리빌딩,"서울특별시 마포구 동교로 125, 잔다리빌딩 1층 일부호 (서교동)",신동곱창,한식,192508.796598403,450322.734454602
15.0,서울특별시 마포구 서교동 343-13,"서울특별시 마포구 와우산로29가길 79, 2층 일부 101호 (서교동)",한식선생 홍대점,한식,193316.395691413,450160.650827896
64.97,서울특별시 마포구 서교동 325-13,"서울특별시 마포구 와우산로32길 11, 지1층 (서교동)",한량,한식,193815.605002708,450284.434976151
15.0,서울특별시 마포구 서교동 343-13,"서울특별시 마포구 와우산로29가길 79, 2층 일부 102호 (서교동)",만족한끼 홍대점,한식,193316.395691413,450160.650827896
77.28,서울특별시 마포구 서교동 401-4,"서울특별시 마포구 독막로9길 5, 1층 (서교동)",오하이요,일식,192817.964805624,449606.726363984
15.0,서울특별시 마포구 서교동 343-13,"서울특별시 마포구 와우산로29가길 79, 2층 일부 103호 (서교동)",서교덮밥 홍대점,한식,193316.395691413,450160.650827896
219.99,서울특별시 마포구 서교동 407-12,"서울특별시 마포구 와우산로17길 14, 2층 (서교동)",장모님 부대찌개,한식,193050.191844274,449790.246295514
54.58,서울특별시 마포구 서교동 407-1,"서울특별시 마포구 와우산로 67, 6층 (서교동)",루크스 서울,정종/대포집/소주방,193112.299203621,449812.666103915
64.31,서울특별시 마포구 서교동 347-12,"서울특별시 마포구 와우산로29바길 24, 1층 우측호 (서교동)",술쑤시개,호프/통닭,193354.645552963,450360.181095017
89.92,서울특별시 마포구 서교동 358-96 포도빌딩,"서울특별시 마포구 홍익로 3-30, 포도빌딩 1층 (서교동)",홍대물갈비 홍대본점,한식,193129.202520029,450074.640337228
84.85,서울특별시 마포구 서교동 394-71 Y2M,"서울특별시 마포구 양화로8길 16-12, Y2M 1층 (서교동)",안짱,일식,192483.656452844,449723.324489871
41.07,서울특별시 마포구 서교동 327-30,"서울특별시 마포구 와우산로29길 4-30, 1층 일부 (서교동)",멘부리 마포점,호프/통닭,193723.072463776,450315.921052154
82.0,서울특별시 마포구 서교동 377-2,"서울특별시 마포구 잔다리로 65, 1층 일부호 (서교동)",타이거 그릴,한식,192603.263112318,450133.675396394
221.7,서울특별시 마포구 서교동 363-5,"서울특별시 마포구 잔다리로 6, 4층 (서교동)",1970새마을포차 홍대점,한식,193084.59119972,449853.419851667
97.17,서울특별시 마포구 서교동 447-3,"서울특별시 마포구 월드컵북로5가길 17, 1층 (서교동)",전여친 떡볶이,분식,192766.484449509,450501.332233482
32.84,서울특별시 마포구 서교동 486 서교푸르지오,"서울특별시 마포구 홍익로 10, 지1층 지129호 (서교동, 서교푸르지오)",모모유부,분식,193187.802952358,450172.178899424
202.71,서울특별시 마포구 서교동 460-25,"서울특별시 마포구 월드컵북로5길 41, 1층 106,107호 (서교동)",서관면옥 홍대지점,한식,192579.727675563,450446.890829184
127.08,서울특별시 마포구 서교동 355-32,"서울특별시 마포구 홍익로5안길 8, 1층 (서교동)",상구네솥뚜껑삼겹살 홍대점,식육(숯불구이),193008.990978104,450195.988033085
55.0,서울특별시 마포구 서교동 408-7,"서울특별시 마포구 어울마당로 58, 2층 좌측호 (서교동)",쏘비,한식,192975.722118016,449761.778784336
41.17,서울특별시 마포구 서교동 331-9,"서울특별시 마포구 어울마당로 136-13, 지1층 B01호 (서교동)",술집 감탄,감성주점,193365.880011694,450391.218730883
227.06,서울특별시 마포구 서교동 490 메세나폴리스,"서울특별시 마포구 양화로 45, B152,B153,B153-1호 (서교동, 메세나폴리스)",보나비 쿠차라합정역점,경양식,192311.642580307,449855.643910445
