소재지면적,지번주소,도로명주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y)
28.36,서울특별시 마포구 서교동 364-17 금광빌딩,"서울특별시 마포구 어울마당로 74, 금광빌딩 지하1층 (서교동)",홍대라패,분식,193005.507475486,449927.340237495
96.77,서울특별시 마포구 서교동 332-28,"서울특별시 마포구 와우산로29바길 11-5, 1층 (서교동)",훌리건,경양식,193422.289187063,450387.236092846
88.32,서울특별시 마포구 서교동 358-91,"서울특별시 마포구 와우산로21길 20-10, 1층 (서교동)",스페이스 원,경양식,193124.018792969,450056.877941427
50.00,서울특별시 마포구 서교동 404-14 SPACE,"서울특별시 마포구 독막로9길 31, SPACE 4층 (서교동)",수퍼빌런,중국식,192879.87930928,449715.24284121
39.90,서울특별시 마포구 서교동 476-32,"서울특별시 마포구 월드컵로10길 15, 1층 좌측호 (서교동)",잡을손,한식,192203.125044359,450285.528488631
110.43,서울특별시 마포구 서교동 334-14,"서울특별시 마포구 와우산로27길 28, 1층 (서교동)",샤브로21 서교,한식,193473.92729041,450249.486837714
92.90,서울특별시 마포구 서교동 396-36,"서울특별시 마포구 양화로6길 57, 3층 (서교동)",먼로,호프/통닭,192632.086674225,449620.747250251
41.20,서울특별시 마포구 서교동 394-20,"서울특별시 마포구 양화로8길 16-21, 지1층 일부호 (서교동)",정구지 뒷고기,한식,192461.91622867,449668.65347039
104.61,서울특별시 마포구 서교동 363-21,"서울특별시 마포구 와우산로19길 19, 1층 (서교동)",킹케밥,경양식,193040.282751264,449882.214941311
89.00,서울특별시 마포구 서교동 358-38,"서울특별시 마포구 와우산로21길 28, 2층 (서교동)",타오,중국식,193072.019261422,450026.42453291
89.55,서울특별시 마포구 서교동 355-13,"서울특별시 마포구 양화로16길 19 (서교동, 1~2층)",육몽,한식,192922.630299696,450108.35522227
131.21,"서울특별시 마포구 서교동 394-16 1, 2층","서울특별시 마포구 양화로6길 35 (서교동, 1, 2층)",카페미뇽 합정점,경양식,192526.635081089,449649.791047878
91.21,서울특별시 마포구 서교동 394-23,"서울특별시 마포구 양화로6길 13, 2층 (서교동)",88노가리 합정점,호프/통닭,192427.201025837,449674.735827988
95.92,서울특별시 마포구 서교동 405-15 지하1층,"서울특별시 마포구 잔다리로 19-6 (서교동,지하1층)",앰비션,호프/통닭,192937.252318429,449806.449641212
16.66,서울특별시 마포구 서교동 353-2,"서울특별시 마포구 양화로 129, 지하1층 (서교동)",찰리스키친,분식,192923.272416126,450311.805917588
7.50,서울특별시 마포구 서교동 328-19,"서울특별시 마포구 와우산로29길 30, 1층 일부호 (서교동)",쌀국수집이야 마포점,"외국음식전문점(인도,태국등)",193604.701336811,450347.007857559
6.50,서울특별시 마포구 서교동 328-19,"서울특별시 마포구 와우산로29길 30, 1층 일부호 (서교동)",덮밥집이야 마포점,한식,193604.701336811,450347.007857559
45.20,서울특별시 마포구 서교동 346-21 1층 4호,"서울특별시 마포구 홍익로2길 43, 1층 4호 (서교동)",비밥,분식,193263.398609673,450357.586525795
96.18,서울특별시 마포구 서교동 333-23 디자인카운티,"서울특별시 마포구 와우산로29마길 27, 디자인카운티 2층 (서교동)",스아게 K,일식,193412.385302022,450304.165454265
139.09,서울특별시 마포구 서교동 461-25번지 ,"서울특별시 마포구 동교로 143, 1층 (서교동)",바다회사랑,횟집,192663.623902112,450363.432305537
48.80,서울특별시 마포구 서교동 344-6번지 칼리오페 ,"서울특별시 마포구 와우산로23길 9, 칼리오페 1층 105호 (서교동)",식스티즈,경양식,193241.196948821,450137.711902742
123.88,서울특별시 마포구 서교동 395-65 ,"서울특별시 마포구 독막로3길 35, 지상1층 (서교동)",바코포차,정종/대포집/소주방,192621.816189867,449740.08986441
32.00,서울특별시 마포구 서교동 325-22,"서울특별시 마포구 와우산로32길 5-2, 1층 (서교동)",강명수 아저씨네,한식,193802.266211023,450293.230574227
98.26,서울특별시 마포구 서교동 337-3 동영빌딩,"서울특별시 마포구 와우산로 147-1, 동영빌딩 지1층 (서교동)",템플,한식,193699.386650302,450244.549544103
54.60,서울특별시 마포구 서교동 458-22 광남벨라스2차아파트 ,"서울특별시 마포구 월드컵북로5길 68, 1층 101호 (서교동, 광남벨라스2차아파트)",화상 사 쓰부,중국식,192429.00416772,450436.082135701
55.82,서울특별시 마포구 서교동 396-61 동궁빌리지,"서울특별시 마포구 양화로6길 57-13, 지1층 (서교동, 동궁빌리지)",호계 합정본점,한식,192660.35991094,449669.333281712
32.72,서울특별시 마포구 서교동 325-5,"서울특별시 마포구 와우산로 162-10, 1층 (서교동)",오늘은,일식,193832.759945493,450309.275523383
40.00,서울특별시 마포구 서교동 336-23 ,"서울특별시 마포구 와우산로29나길 7, 1층 (서교동)",바다생고기,한식,193605.083577632,450283.951748998
94.00,서울특별시 마포구 서교동 402-17번지 ,"서울특별시 마포구 어울마당로5길 3, 1층 (서교동)",도적,한식,192877.10032839,449619.442421295
54.03,서울특별시 마포구 서교동 327-43 ,"서울특별시 마포구 와우산로29길 4-26, 201호 (서교동)",소림마라 마포점,일식,193708.399232352,450308.837224332
72.72,서울특별시 마포구 서교동 394-12 서교동빌딩,"서울특별시 마포구 양화로8길 38, 서교동빌딩 1층 (서교동)",김숙성 합정점,한식,192562.516932766,449653.9181202
85.00,서울특별시 마포구 서교동 370-2,"서울특별시 마포구 양화로16길 18, B01호 (서교동)",홍대족발,호프/통닭,192901.955412971,450100.598591701
31.77,서울특별시 마포구 서교동 411-13번지 ,"서울특별시 마포구 와우산로 61, 1층 (서교동)",통뼈 감자탕,한식,193115.809920534,449754.204649697
63.60,서울특별시 마포구 서교동 490 메세나폴리스,"서울특별시 마포구 양화로 45, 몰동 1층 147호 (서교동, 메세나폴리스)",비일구일구,경양식,192311.642580307,449855.643910445
46.00,서울특별시 마포구 서교동 476-26,"서울특별시 마포구 월드컵로10길 13, 1층 좌측호 (서교동)",피오리,경양식,192190.58372445,450278.331345943
56.24,서울특별시 마포구 서교동 371-7 엠제이더퍼스트홍대,"서울특별시 마포구 양화로 114, 엠제이더퍼스트홍대 1층 101,102호 (서교동)",싸다김밥 홍대역점,김밥(도시락),192854.902081889,450147.476193732
247.20,서울특별시 마포구 서교동 408-26 ,"서울특별시 마포구 어울마당로 46, 1,2층 (서교동)",정돈,일식,192946.256413832,449646.965551088
132.56,서울특별시 마포구 서교동 362-15,"서울특별시 마포구 와우산로21길 19-11, 지2층 (서교동)",위케이팝퍼스,호프/통닭,193120.172838884,449957.963546308
97.00,서울특별시 마포구 서교동 362-15,"서울특별시 마포구 와우산로21길 19-11, 지하1층 (서교동)",꼬치록록,경양식,193120.172838884,449957.963546308
388.69,서울특별시 마포구 서교동 408-3,"서울특별시 마포구 와우산로17길 19-8, 1,2층 (서교동)",라루즈,경양식,192990.506424809,449740.964670523
138.43,서울특별시 마포구 서교동 364-28,"서울특별시 마포구 와우산로21길 31-11, 1층 (서교동)",육산장,한식,193046.492058679,449970.96854518
176.27,서울특별시 마포구 서교동 354-1번지 2층 일부 ,서울특별시 마포구 양화로 136 (서교동),홍대등심,한식,193010.861361463,450290.746045943
688.26,서울특별시 마포구 서교동 490 ,"서울특별시 마포구 양화로 45 (서교동, 1층 101호)",우담가해담가 주식회사,한식,192311.642580307,449855.643910445
45.00,서울특별시 마포구 서교동 333-10번지 지하1층 일부 ,서울특별시 마포구 와우산로29라길 12 (서교동),이대포사골부대찌개,한식,193482.502595656,450338.083822026
20.00,서울특별시 마포구 서교동 405-14 ,"서울특별시 마포구 어울마당로 57, 1층 (서교동)",북촌손만두 홍대로데오점,한식,192947.07403963,449784.094416787
75.72,서울특별시 마포구 서교동 367-16번지 ,"서울특별시 마포구 잔다리로 20-13, 지하1층 (서교동)",정든집,정종/대포집/소주방,192924.948695774,449909.999537435
77.29,서울특별시 마포구 서교동 411-15,"서울특별시 마포구 어울마당로 40, 1층 102호,103호 (서교동)",뉴욕버거,경양식,192918.125609718,449588.768931865
59.63,서울특별시 마포구 서교동 405-14,"서울특별시 마포구 어울마당로 57, 지하1층 (서교동)",벙커,호프/통닭,192947.07403963,449784.094416787
49.10,서울특별시 마포구 서교동 396-49,"서울특별시 마포구 독막로3길 28-7, 1층 (서교동)",우미사치,한식,192641.316804367,449696.317431474
82.50,서울특별시 마포구 서교동 361-9번지 ,"서울특별시 마포구 와우산로18길 15, 지하1층 (서교동)",리튬,호프/통닭,193183.79720681,449859.215284452
32.47,서울특별시 마포구 서교동 486 ,"서울특별시 마포구 홍익로 10 (서교동, 서교푸르지오상가 지하1층 107호)",본도시락홍대점,한식,193187.802952358,450172.178899424
50.50,서울특별시 마포구 서교동 333-29번지 ,"서울특별시 마포구 와우산로29마길 7 (서교동, 지하1층 일부)",히메시야,일식,193461.795694684,450375.201750018
83.23,서울특별시 마포구 서교동 395-37 ,"서울특별시 마포구 독막로3길 17, 1층 (서교동)",얼맥당 홍대카페거리점,호프/통닭,192573.803021225,449666.239990537
58.00,서울특별시 마포구 서교동 358-39번지 ,"서울특별시 마포구 와우산로21길 28-6 (서교동, 1층)",홍대씨부엉,한식,193070.953467092,450037.110092814
41.85,서울특별시 마포구 서교동 396-58번지 ,"서울특별시 마포구 양화로6길 57-5 (서교동, 지하1층 일부)",더쿠포차,분식,192637.266048728,449633.101140902
134.98,서울특별시 마포구 서교동 351-16,"서울특별시 마포구 동교로 156-5 (서교동, 1층)",들풀,한식,192841.419701949,450359.189834542
91.05,서울특별시 마포구 서교동 395-29,"서울특별시 마포구 독막로3길 27 (서교동, 지하1층)",만월당 합정점,경양식,192602.78227534,449705.585135365
306.11,서울특별시 마포구 서교동 369-10번지 재륜빌딩 ,"서울특별시 마포구 잔다리로6길 25, 재륜빌딩 지상1층 (서교동)",강강술래홍대점,한식,192903.806376542,450015.514220037
171.95,서울특별시 마포구 서교동 345-2번지 ,"서울특별시 마포구 어울마당로 118 (서교동, 2층)",엉터리생고기무한리필,한식,193166.990516733,450312.268319868
30.50,서울특별시 마포구 서교동 330-26번지 ,서울특별시 마포구 와우산로29길 56-11 (서교동),홍구삼겹,한식,193509.886053629,450470.513459463
324.74,서울특별시 마포구 서교동 358-57번지 ,"서울특별시 마포구 어울마당로 86, 2-4층 (서교동)",오렌지,호프/통닭,193025.093074521,450048.99952667
75.50,서울특별시 마포구 서교동 396-58번지 ,"서울특별시 마포구 양화로6길 57-5 (서교동, 1층)",감술선생홍대점,한식,192637.266048728,449633.101140902
124.87,서울특별시 마포구 서교동 490 메세나폴리스,"서울특별시 마포구 양화로 45, 몰동 지하1층 B1116호,B1117호 (서교동, 메세나폴리스)",보돌미역 메세나폴리스점,한식,192311.642580307,449855.643910445
150.28,서울특별시 마포구 서교동 369-7번지 ,"서울특별시 마포구 잔다리로6길 35, 지하1층 (서교동)",아맛나슈퍼홍대점,호프/통닭,192959.073402749,450025.99596049
62.84,서울특별시 마포구 서교동 330-19번지 ,"서울특별시 마포구 와우산로35길 75 (서교동, 1층)",부탄츄,일식,193455.756469316,450460.920097487
49.00,서울특별시 마포구 서교동 396-24,"서울특별시 마포구 양화로6길 57-7 (서교동, 1층 일부)",터틀탭스,분식,192642.411535808,449642.286477042
69.30,서울특별시 마포구 서교동 402-5번지 1층 ,"서울특별시 마포구 독막로9길 6, 1층 (서교동)",더피자보이즈,경양식,192829.64619561,449592.962729489
124.90,"서울특별시 마포구 서교동 458-22번지 외1필지 광남벨라스2차아파트 1층 104,105호","서울특별시 마포구 월드컵북로5길 68, 1층 104,105호 (서교동, 광남벨라스2차아파트)",식신매운갈비찜,한식,192429.00416772,450436.082135701
50.00,서울특별시 마포구 서교동 448-1 ,"서울특별시 마포구 월드컵북로5길 21, 1층 (서교동)",장독대,한식,192661.556453763,450515.970145306
65.00,서울특별시 마포구 서교동 403-9,"서울특별시 마포구 어울마당로 43, 지1층 (서교동)",원 앤 오운,경양식,192899.661153887,449646.520962462
47.85,서울특별시 마포구 서교동 335-19번지 뉴빌503 ,"서울특별시 마포구 와우산로27길 24, 뉴빌503 지층 102호 (서교동)",모닭모닭,호프/통닭,193500.321733783,450232.61317088
73.34,서울특별시 마포구 서교동 396-45,"서울특별시 마포구 독막로3길 34, 2층 202호 (서교동)",아지트 호호,분식,192636.117708086,449716.960612947
145.84,서울특별시 마포구 서교동 355-1번지 ,"서울특별시 마포구 홍익로5안길 14, 2층 (서교동)",느린마을양조장&푸드홍대점,경양식,193023.244659503,450197.23584555
102.60,서울특별시 마포구 서교동 395-134번지 지하1층 ,"서울특별시 마포구 잔다리로3길 29 (서교동,지하1층)",하랑,한식,192714.635503002,449831.761824112
40.88,서울특별시 마포구 서교동 459-7 서교 Central Town 서교센트럴타운,"서울특별시 마포구 동교로 125, 1층 일부 (서교동)",토리비,일식,192508.796598403,450322.734454602
15.86,서울특별시 마포구 서교동 411-8번지 ,서울특별시 마포구 와우산로15길 23 (서교동),?I찮은생고기,분식,193042.500619754,449687.648521539
63.00,서울특별시 마포구 서교동 366-10 1층 ,"서울특별시 마포구 잔다리로6길 34, 1층 (서교동)",로타리치킨홍대상회,호프/통닭,192947.177993587,449996.758766908
74.49,서울특별시 마포구 서교동 345-3 2층,"서울특별시 마포구 와우산로23길 47 (서교동,2층)",오레노카츠 홍대점,호프/통닭,193169.503421017,450298.229552482
49.80,서울특별시 마포구 서교동 466-5번지 ,"서울특별시 마포구 잔다리로 77 (서교동, 102호)",닭컴@,호프/통닭,192511.864563601,450227.556489964
146.00,서울특별시 마포구 서교동 357-2번지 ,서울특별시 마포구 홍익로3길 32 (서교동),유가네닭갈비,한식,193001.830289725,450093.814594819
30.00,서울특별시 마포구 서교동 394-20번지 1층 ,,경스시,분식,192461.91622867,449668.65347039
86.00,서울특별시 마포구 서교동 3-5번지 제이디빌딩 1층일부 ,"서울특별시 마포구 월드컵로20길 5 (서교동, 제이디빌딩 1층일부)",누나홀닭망원역점,호프/통닭,191911.079945058,450594.855580806
76.20,서울특별시 마포구 서교동 367-31번지 ,"서울특별시 마포구 잔다리로 20-12, 가동 1층 나동 2층 일부호 (서교동)",나물먹는곰,한식,192946.046498404,449908.872009244
23.00,서울특별시 마포구 서교동 391-5 ,"서울특별시 마포구 양화로7안길 2-1, 2층 (서교동)",팔공키친,일식,192423.876780869,449939.595939643
47.00,서울특별시 마포구 서교동 449-1 ,"서울특별시 마포구 월드컵북로7길 11, 1층 (서교동)",두찜 홍대입구역점,한식,192617.265226389,450646.318229736
95.64,서울특별시 마포구 서교동 399-18 엘림빌라 ,"서울특별시 마포구 양화로6길 57-24, 1층 (서교동, 엘림빌라)",나베공방,일식,192697.434441353,449692.541741137
59.18,서울특별시 마포구 서교동 396-31,"서울특별시 마포구 독막로3길 18, 5층 (서교동)",디껨,감성주점,192587.238432208,449648.995667263
53.79,서울특별시 마포구 서교동 411-9 ,"서울특별시 마포구 와우산로15길 37, 지1층 좌측호 (서교동)",줄라이 13,경양식,192992.707021389,449638.968157532
26.00,서울특별시 마포구 서교동 368-34 ,"서울특별시 마포구 잔다리로 30-32, 지1층 B01호 (서교동)",카츠하루 홍대점,일식,192869.821450407,449967.627632765
83.70,서울특별시 마포구 서교동 366-13 ,"서울특별시 마포구 잔다리로6길 40-6, 지1층 (서교동)",런 라운지,경양식,192974.329362293,449985.547530102
51.31,서울특별시 마포구 서교동 442-29 ,"서울특별시 마포구 월드컵로14길 17, 지층 (서교동)",이담쌀롱,일식,192098.414057764,450433.531645463
157.68,서울특별시 마포구 서교동 363-6 화진빌딩 ,"서울특별시 마포구 잔다리로 8, 화진빌딩 3층 (서교동)",더블업 코퍼레이션 파이널나인 홍대점,한식,193061.99241045,449851.231215919
48.00,서울특별시 마포구 서교동 334-21 ,"서울특별시 마포구 와우산로29라길 11, 지하1층 102호 (서교동)",시장냉면,냉면집,193497.576746085,450326.978719932
30.00,서울특별시 마포구 서교동 328-7,"서울특별시 마포구 와우산로33길 23, 1층 좌측호 (서교동)",플러스82 홍대점,경양식,193651.860042657,450353.846237007
145.42,서울특별시 마포구 서교동 395-18 지송재,"서울특별시 마포구 독막로7길 63, 지송재 1층 (서교동)",금별맥주 홍대점,호프/통닭,192867.612330031,449820.06518053
44.16,서울특별시 마포구 서교동 411-5 대원빌라,"서울특별시 마포구 와우산로15길 11, 지층 102호 (서교동, 대원빌라)",이자카야 쿠루미,분식,193084.937462434,449724.903151963
41.00,서울특별시 마포구 서교동 331-9 ,"서울특별시 마포구 어울마당로 136-13, 지1층 B02호 (서교동)",미스터 라멘,일식,193365.880011694,450391.218730883
141.39,서울특별시 마포구 서교동 358-111 대유빌딩 ,"서울특별시 마포구 어울마당로 94-7, 대유빌딩 1층 (서교동)",루디스,경양식,193071.650180274,450114.545264212
64.96,서울특별시 마포구 서교동 481-10,"서울특별시 마포구 동교로 112, 1층 (서교동)",오로촌,일식,192364.748437001,450256.807646591
191.00,서울특별시 마포구 서교동 362-16 ,"서울특별시 마포구 와우산로21길 19-7, 2층 (서교동)",샤크,호프/통닭,193124.39272443,449972.512424697
56.11,서울특별시 마포구 서교동 475-16 ,"서울특별시 마포구 월드컵로14길 16, 1층 101호 (서교동)",끼토,일식,192103.918649326,450409.130179914
135.00,서울특별시 마포구 서교동 373-6 ,"서울특별시 마포구 양화로12길 23, 1층 (서교동)",레밸업,감성주점,192716.491596712,449982.653532805
83.00,서울특별시 마포구 서교동 394-14 ,"서울특별시 마포구 양화로6길 39, 2층 202호 (서교동)",블랑루즈,경양식,192548.292709201,449643.337668137
106.81,서울특별시 마포구 서교동 364-4 NS TOWER ,"서울특별시 마포구 와우산로21길 19-16, NS TOWER 5층 (서교동)",소울트리,경양식,193084.368979996,449952.905424508
47.46,서울특별시 마포구 서교동 327-43,"서울특별시 마포구 와우산로29길 4-26, 202호 (서교동)",와이에스 파트너스,한식,193708.399232352,450308.837224332
31.51,서울특별시 마포구 서교동 399-9,"서울특별시 마포구 양화로6길 57-12, 지1층 좌측호 (서교동)",탕후르츠,한식,192669.383194723,449648.516083399
83.73,서울특별시 마포구 서교동 395-36,"서울특별시 마포구 독막로3길 21, 1층 (서교동)",우규,한식,192580.219536881,449677.112066431
72.00,서울특별시 마포구 서교동 484-14 어젠다빌딩 ,"서울특별시 마포구 양화로7길 61-6, 어젠다빌딩 1층 (서교동)",원'스,경양식,192295.021597482,450139.266295588
44.19,서울특별시 마포구 서교동 395-70,"서울특별시 마포구 독막로3길 33-5, 지1층 (서교동)",이양권반상,한식,192596.251961032,449739.134887419
98.34,서울특별시 마포구 서교동 481-2 태복빌딩,"서울특별시 마포구 동교로 114, 태복빌딩 1층 101호 (서교동)",한국피자헛 홍대서교점,패밀리레스트랑,192387.536390003,450259.049294295
46.00,서울특별시 마포구 서교동 332-27,"서울특별시 마포구 와우산로29바길 11-3, 1층 102호 (서교동)",화담,한식,193414.933324341,450393.637113431
3.00,서울특별시 마포구 서교동 347-21 기린빌딩 ,"서울특별시 마포구 어울마당로 130, 기린빌딩 3층 3095호 (서교동)",세븐플라워푸드,분식,193260.779825462,450395.053477987
69.30,서울특별시 마포구 서교동 358-42 ,"서울특별시 마포구 와우산로21길 28-12, 1층 (서교동)",또보겠지떡볶이집 깐따삐아점,분식,193079.134083381,450062.228834318
133.11,서울특별시 마포구 서교동 372-7 예경빌딩 ,"서울특별시 마포구 잔다리로 44, 예경빌딩 1층 (서교동)",클럽 온에어,라이브카페,192768.155414101,450008.622207198
82.64,서울특별시 마포구 서교동 364-20 ,"서울특별시 마포구 와우산로21길 31-12, 1층 202호 (서교동)",카페 꼬모,한식,193023.953263325,449964.465631063
38.44,서울특별시 마포구 서교동 332-19 ,"서울특별시 마포구 와우산로29바길 11, 지1층 102호 (서교동)",쌀롱 포차,정종/대포집/소주방,193407.123523658,450399.04491193
65.01,서울특별시 마포구 서교동 408-31 ,"서울특별시 마포구 와우산로15길 50, 2층 (서교동)",카페 라스플라미아,"외국음식전문점(인도,태국등)",192937.788953781,449610.81059305
172.79,서울특별시 마포구 서교동 451-44 초롱빌딩 ,"서울특별시 마포구 월드컵북로5나길 19, 초롱빌딩 1층 (서교동)",조여사 생각대로,한식,192524.482668877,450569.070061434
61.70,서울특별시 마포구 서교동 449-1 ,"서울특별시 마포구 월드컵북로7길 11, 1층 110호 (서교동)",이모네,한식,192617.265226389,450646.318229736
94.54,서울특별시 마포구 서교동 366-8 서교뉴빌라,"서울특별시 마포구 잔다리로6길 30, 2층 (서교동, 서교뉴빌라)",스시노칸도,일식,192935.582297634,449989.468293634
126.63,서울특별시 마포구 서교동 395-65 ,"서울특별시 마포구 독막로3길 35, 2층 (서교동)",올드타운 홍대점,일식,192621.816189867,449740.08986441
428.00,서울특별시 마포구 서교동 364-17 금광빌딩,"서울특별시 마포구 어울마당로 74, 금광빌딩 1,2층 (서교동)",다트플렉스,호프/통닭,193005.507475486,449927.340237495
74.81,서울특별시 마포구 서교동 395-154,"서울특별시 마포구 양화로 78-7, 1층 (서교동)",카와카츠 합정점,일식,192632.781309469,449919.408054859
69.83,서울특별시 마포구 서교동 347-1,"서울특별시 마포구 어울마당로 136, 2층 (서교동)",금별맥주 홍대입구역점,호프/통닭,193299.622781823,450414.069876861
23.48,서울특별시 마포구 서교동 328-11,"서울특별시 마포구 와우산로29길 14-25, 1층 우측호 (서교동)",자크르,한식,193654.811579194,450337.489004852
146.69,서울특별시 마포구 서교동 396-45 ,"서울특별시 마포구 독막로3길 34, 1층 (서교동)",육지,한식,192636.117708086,449716.960612947
97.25,서울특별시 마포구 서교동 405-9,"서울특별시 마포구 독막로7길 60, 2층 (서교동)",모이정,한식,192882.950546117,449785.876729486
55.64,서울특별시 마포구 서교동 408-7 ,"서울특별시 마포구 어울마당로 58, 2층 우측호 (서교동)",모뎀,호프/통닭,192975.722118016,449761.778784336
67.78,서울특별시 마포구 서교동 397-15번지 ,"서울특별시 마포구 어울마당로5길 46, 지상2층 (서교동)",제이케이,감성주점,192702.810137984,449744.209105559
36.26,서울특별시 마포구 서교동 465-1 광남벨라스아파트 ,"서울특별시 마포구 동교로 126, 지상1층 102호 (서교동, 광남벨라스아파트)",카와카츠,일식,192526.314915287,450277.428341336
44.97,서울특별시 마포구 서교동 486 서교푸르지오,"서울특별시 마포구 홍익로 10, 101동 지1층 140호 (서교동, 서교푸르지오)",모모유부 홍대,한식,193187.802952358,450172.178899424
84.09,서울특별시 마포구 서교동 354-11 ,"서울특별시 마포구 양화로 120, 1층 102호 (서교동)",3일한우국밥,한식,192893.819073377,450188.267914709
143.02,서울특별시 마포구 서교동 409-19,"서울특별시 마포구 와우산로17길 19-9, 지1층 (서교동)",버티고,"외국음식전문점(인도,태국등)",193018.710071715,449729.388805776
98.00,서울특별시 마포구 서교동 247-14,"서울특별시 마포구 월드컵북로 49, 1층 (서교동)",마포구이마당 서교직영점,한식,192633.988796517,450702.533715017
49.53,서울특별시 마포구 서교동 487 서교동 대우미래사랑 ,"서울특별시 마포구 월드컵북로5나길 18, 1층 107호 (서교동, 서교동 대우미래사랑)",동궁찜닭 서교점,한식,192577.990805265,450569.670545853
77.63,서울특별시 마포구 서교동 465-9 ,"서울특별시 마포구 잔다리로 74, 1층 101호 (서교동)",서오릉피자 서교점,"외국음식전문점(인도,태국등)",192576.446043768,450217.60106541
119.91,서울특별시 마포구 서교동 464-46,"서울특별시 마포구 동교로 136, 1층 101호 (서교동)",하연옥 마포직영점,분식,192614.354714478,450298.347020326
6.00,서울특별시 마포구 서교동 365-10 ,"서울특별시 마포구 홍익로3길 25, 1층 (서교동)",웨이루 쿼쿠이 홍대점,중국식,193016.011315069,450089.700652605
64.23,서울특별시 마포구 서교동 444-9 ,"서울특별시 마포구 월드컵로 40, 1층 101호 (서교동)",장수멸치국수,한식,192196.264496154,450075.117766535
58.59,서울특별시 마포구 서교동 402-7,"서울특별시 마포구 양화로6길 99-5, 지하1층 (서교동)",포리포리텐진,일식,192845.582577842,449597.98084699
185.76,서울특별시 마포구 서교동 463-28,"서울특별시 마포구 동교로 144, 지하1층 (서교동)",스페이스 홍,라이브카페,192694.446583186,450326.140093008
140.47,서울특별시 마포구 서교동 370-14 ,"서울특별시 마포구 홍익로5길 57, 1층 (서교동)",영빈,중국식,192844.394983356,450065.391871426
76.90,서울특별시 마포구 서교동 345-12 ,"서울특별시 마포구 어울마당로 112-3, 2층 (서교동)",어리라운지,경양식,193155.793348074,450285.631094244
80.00,서울특별시 마포구 서교동 494,"서울특별시 마포구 양화로 72, 1층 133, 134호 (서교동)",돈돼지유 생삼겹살,한식,192571.398185225,449840.234160062
75.06,서울특별시 마포구 서교동 481-8 고니빌딩,"서울특별시 마포구 동교로 108, 고니빌딩 1층 (서교동)",한합,경양식,192336.540547775,450250.605928266
231.40,서울특별시 마포구 서교동 354-6,"서울특별시 마포구 양화로 128, 1층 (서교동)",청기와타운,일식,192949.572014413,450232.309065033
12.89,서울특별시 마포구 서교동 369-10 재륜빌딩 ,"서울특별시 마포구 잔다리로6길 25, 재륜빌딩 2층 5호 (서교동)",순백빙수,한식,192903.806376542,450015.514220037
168.67,서울특별시 마포구 서교동 358-115,"서울특별시 마포구 어울마당로 92, 지하1층 (서교동)",오마이 홍대본점,호프/통닭,193040.007615976,450100.92282399
49.50,서울특별시 마포구 서교동 396-28,"서울특별시 마포구 독막로3길 24-6 (서교동, 지하좌)",상훈이네바다이야기,한식,192614.032713014,449658.314834658
93.88,서울특별시 마포구 서교동 468-8 이지스빌딩,"서울특별시 마포구 잔다리로 109, 이지스빌딩 1층 (서교동)",몽그로페페,경양식,192339.672623133,450490.807509036
95.00,서울특별시 마포구 서교동 466-20번지 ,"서울특별시 마포구 잔다리로 83 (서교동, 1층)",서교가든숯불갈비,한식,192480.316986514,450273.365702291
99.66,"서울특별시 마포구 서교동 358-36 3층, 4층 ","서울특별시 마포구 와우산로21길 14, 3~4층 (서교동)",플레이그라운드,한식,193139.306893387,450026.55206161
38.28,서울특별시 마포구 서교동 356-1번지 서교호텔별관  B106 ,"서울특별시 마포구 홍익로 25 (서교동,서교호텔별관  B106)",아비꼬홍대1호점,일식,193048.463050526,450243.570663618
25.00,서울특별시 마포구 서교동 394-78 ,"서울특별시 마포구 양화로8길 32-15, 1층 (서교동)",무니,일식,192483.395106957,449680.36283239
457.56,서울특별시 마포구 서교동 366-4 ,"서울특별시 마포구 잔다리로2길 13, 지1층,1층,2층,3층 (서교동)",토끼정,한식,193003.639631596,449813.533274473
32.00,서울특별시 마포구 서교동 386-4 ,"서울특별시 마포구 양화로11길 45, 1층 2호 (서교동)",김밥 가미;,분식,192366.277803517,449993.377867106
84.14,서울특별시 마포구 서교동 361-3 Terra빌딩,"서울특별시 마포구 와우산로18길 29, Terra빌딩 1층 (서교동)",로키 밸런스 밀,한식,193197.372411151,449912.015547548
65.04,서울특별시 마포구 서교동 325-12 1층,"서울특별시 마포구 와우산로32길 13, 1층 (서교동)",최고집,호프/통닭,193823.849154728,450285.345339581
46.00,서울특별시 마포구 서교동 459-7 1층일부 ,"서울특별시 마포구 동교로 125 (서교동, 1층일부)",달빛소굴,호프/통닭,192508.796598403,450322.734454602
26.00,서울특별시 마포구 서교동 335-16 ,서울특별시 마포구 와우산로27길 14 (서교동),그동네떡볶이,분식,193530.967213885,450211.33182875
203.01,"서울특별시 마포구 서교동 395-199 1층, 2층","서울특별시 마포구 독막로7길 57, 1,2층 (서교동)",허밍벨라,경양식,192856.217443957,449788.14268063
43.35,서울특별시 마포구 서교동 360-23 2층,"서울특별시 마포구 와우산로18길 6 (서교동, 2층 )",이자카야 연,호프/통닭,193165.948055526,449810.067715445
64.44,서울특별시 마포구 서교동 328-69번지 ,"서울특별시 마포구 와우산로29길 48-6 (서교동, 지1층일부)",탐탐오향족발,한식,193543.84917196,450406.430447911
